User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Enterprise Connect,@enterprisecon,2024-03-27T11:50:00.000Z,"Enterprise Connect
@enterprisecon
·
Mar 27Coming up at #EnterpriseConnect  - End-User-Led Case Study - 
@Weyerhaeuser
 Case Study: Maximizing Value and Efficiency - Insights from a complex CCaaS Migration
https://informatech.co/3TQtum7
#CaseStudy",,,
Eskuad,@Eskuadcom,2024-03-26T22:21:34.000Z,"Eskuad
@Eskuadcom
·
Mar 26Replying to 
@Eskuadcom",,,
WBCSD,@wbcsd,2024-03-21T10:02:04.000Z,"WBCSD
@wbcsd
·
Mar 21Replying to 
@wbcsd",,,
VYPE Oklahoma,@VYPEOK,2024-03-19T17:15:00.000Z,"VYPE Oklahoma
@VYPEOK
·
Mar 19Idabel’s Quintasia Johnson – Athlete Spotlight – Presented by 
@weyerhaeuser
https://idabelathletics.org/2024/03/19/idabels-quintasia-johnson-athlete-spotlight-presented-by-weyerhaeuser/… #okpreps",,2,2
ClareT,@ClarerbfT,2024-03-12T08:28:55.000Z,"ClareT
@ClarerbfT
·
Mar 12@exxonmobil
 @Chevron
 @saudi_aramco
 @bp_plc
 @royaldutchshell
 @Shell
 @CanforCorp
 @UFPInc
 @Weyerhaeuser
 @fpcwa
 @OilfieldNow
 @AFLWALOGGINGCO
 @WeatherfordCorp
 
Your money will be worthless. Nothing lasts forever. #GreedisaSin",,,
PHRC,@PHRCPennState,2024-02-19T14:04:21.000Z,"PHRC
@PHRCPennState
·
Feb 19Thank you to Trus Joist by Weyerhaeuser, as an Advertiser Sponsor of the 2024 PHRC Housing Conference! 
@weyerhaeuser
 #phrchousing2024",,,
"Edward Yu, P.E.",@eduedoo,2024-02-17T01:35:33.000Z,"Edward Yu, P.E.
@eduedoo
·
Feb 17Replying to 
@k_thos
 @WrkHardThnkFast
 and 
@Weyerhaeuser",,,
Esther,@k_thos,2024-02-17T01:28:16.000Z,"Esther
@k_thos
·
Feb 17Replying to 
@k_thos
 @eduedoo
 and 2 others",1,,
Esther,@k_thos,2024-02-17T01:27:47.000Z,"Esther
@k_thos
·
Feb 17Replying to 
@eduedoo
 @WrkHardThnkFast
 and 
@Weyerhaeuser",1,,
NCForestryAssociation,@NCForestryAssoc,2024-02-14T20:39:50.000Z,"NCForestryAssociation
@NCForestryAssoc
·
Feb 14Congrats to 
@Weyerhaeuser
 on its partnership with Be Pro Be Proud, which raises awareness for career paths in the skilled workforce, including opportunities in #forestry. We’re excited to see its impact on developing the next generation of skilled workers! https://bit.ly/3uyvwgS",,,1
Soil Science Society of America Journal,@sssajournal,2024-02-13T17:42:26.000Z,"Soil Science Society of America Journal
@sssajournal
·
Feb 13Replying to 
@sssajournal",,,3
Jennifer Ruff,@JennBPC,2024-02-12T20:48:16.000Z,"Jennifer Ruff
@JennBPC
·
Feb 12Have you RSVP'd yet? 

Join 
@BPC_Bipartisan
 on Thursday as we talk #housing supply, labor markets, and economic growth with guests from 
@HarvardEcon
, 
@zillow
, 
@Airbnb
, and 
@Weyerhaeuser
.",,,1
Association of Corporate Citizenship Professionals,@accprof,2024-02-01T16:41:21.000Z,"Association of Corporate Citizenship Professionals
@accprof
·
Feb 1We are thrilled to welcome the following companies to our community:
@cbrands
@Kohler
@MGIC
@Power_MHI
@Weyerhaeuser
We are looking forward to their contributions to the member discussions! Learn more about membership: https://accp.me/join",,,1
Bluer Popcorn 8,@Bluer_Popcorn,2024-01-14T15:14:25.000Z,"Bluer Popcorn 8
@Bluer_Popcorn
·
Jan 14Replying to 
@blon60065
 @wendyp4545
 and 5 others",,,4
1006CountryGirl,@neeneejocko,2024-01-14T15:08:26.000Z,"1006CountryGirl
@neeneejocko
·
Jan 14Replying to 
@Bluer_Popcorn
 @wendyp4545
 and 5 others",,5,6
Ynot,@blon60065,2024-01-14T15:06:28.000Z,"Ynot
@blon60065
·
Jan 14Replying to 
@Bluer_Popcorn
 @wendyp4545
 and 5 others",1,,
Shane Murphy,@Patrick57281691,2024-01-14T14:56:09.000Z,"Shane Murphy
@Patrick57281691
·
Jan 14Replying to 
@Bluer_Popcorn
 @wendyp4545
 and 5 others",,1,2
Robbie Mouton,@mcgmouton57,2024-01-14T14:45:19.000Z,"Robbie Mouton
@mcgmouton57
·
Jan 14Replying to 
@Bluer_Popcorn
 @wendyp4545
 and 5 others",,1,3
Destroy The NWO Deep State Traitors,@BigEP1977,2024-01-14T14:41:30.000Z,"Destroy The NWO Deep State Traitors
@BigEP1977
·
Jan 14Replying to 
@Bluer_Popcorn
 @wendyp4545
 and 5 others",,,1
Crypto Punkard,@cryptopunkard,2024-01-14T14:40:34.000Z,"Crypto Punkard
@cryptopunkard
·
Jan 14Replying to 
@MikeKel25187159
 @Bluer_Popcorn
 and 5 others",,,
Bluer Popcorn 8,@Bluer_Popcorn,2024-01-14T14:37:05.000Z,"Bluer Popcorn 8
@Bluer_Popcorn
·
Jan 14Replying to 
@MikeKel25187159
 @wendyp4545
 and 4 others",5,17,34
Mike Kelley,@MikeKel25187159,2024-01-13T22:30:31.000Z,"Mike Kelley
@MikeKel25187159
·
Jan 13Replying to 
@Bluer_Popcorn
 @wendyp4545
 and 4 others",2,,2
Bluer Popcorn 8,@Bluer_Popcorn,2024-01-13T18:22:52.000Z,"Bluer Popcorn 8
@Bluer_Popcorn
·
Jan 13Replying to 
@wendyp4545
 and 
@PhilomenaRose23",2,12,48
Shiling Pei,@slpei,2024-01-12T01:35:16.000Z,"Shiling Pei
@slpei
·
Jan 12BIG Thank You to 
@Weyerhaeuser
 for donating NDS and SDPWS package to my Wood Design class at 
@coschoolofmines
 . All students are excited to learn about wood buildings.",,1,14
"Edward Yu, P.E.",@eduedoo,2024-01-09T16:48:09.000Z,"Edward Yu, P.E.
@eduedoo
·
Jan 9Replying to 
@akolyadich
 and 
@Weyerhaeuser",,,1
Treehouse,@TreehouseTweets,2023-12-18T21:00:28.000Z,"Treehouse
@TreehouseTweets
·
Dec 18, 2023Thanks to the 
@Weyerhaeuser
 Giving Fund for awarding Treehouse with a $10,000 grant to support our Graduation Success program! We are thrilled to have this funding to work with high school students in foster care.",,,1
Global AgInvesting,@globalaginvest,2023-12-15T14:09:00.000Z,"Global AgInvesting
@globalaginvest
·
Dec 15, 2023Upon the completion of these two deals 
@Weyerhaeuser
 will own or manage more than 870,000 acres of #timberlands in the states of North and South Carolina, and approximately 1.19 million acres in Mississippi.",,,
Poonam Amle,@poonamamle25,2023-12-13T10:37:35.000Z,"Poonam Amle
@poonamamle25
·
Dec 13, 2023#Artificial #Wood-#Based #Board Market size was valued at USD 165.58 Billion in 2022 and is projected to reach USD 241.45 Billion by 2030, growing at a CAGR of 4.96% from 2024 to 2030.
Get More:https://verifiedmarketresearch.com/product/artificial-wood-based-board-market/…
@Weyerhaeuser
 
@GeorgiaPacific",,,
Joe Ferrari,@JoeTalksBack,2023-12-12T16:43:53.000Z,"Joe Ferrari
@JoeTalksBack
·
Dec 12, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
Brian Kennedy,@BrianABCS,2023-12-12T10:54:29.000Z,"Brian Kennedy
@BrianABCS
·
Dec 12, 2023Replying to 
@KripsJason
 @FPAC_APFC
 and 9 others",,,2
Suleko Thoko H I N D U T V A,@suleko69,2023-12-12T10:46:36.000Z,"Suleko Thoko H I N D U T V A
@suleko69
·
Dec 12, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
Piglet,@Roba_Ranch,2023-12-11T18:58:15.000Z,"Piglet
@Roba_Ranch
·
Dec 11, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
Ula S,@ollieandsonny,2023-12-11T15:03:59.000Z,"Ula S
@ollieandsonny
·
Dec 11, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
Angelo Biondi,@AngeloBiondi13,2023-12-11T13:54:48.000Z,"Angelo Biondi
@AngeloBiondi13
·
Dec 11, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,3
hawk888,@hawk8888x,2023-12-10T23:03:40.000Z,"hawk888
@hawk8888x
·
Dec 11, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
SovereignLove,@SovereignLo,2023-12-10T22:50:22.000Z,"SovereignLove
@SovereignLo
·
Dec 10, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
Bryn V Jones,@BrynVJones2,2023-12-10T20:46:01.000Z,"Bryn V Jones
@BrynVJones2
·
Dec 10, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
Blue G,@Graham93201,2023-12-10T19:45:30.000Z,"Blue G
@Graham93201
·
Dec 10, 2023Replying to 
@Michael25939146
 @climatepledge
 and 
@Weyerhaeuser",,1,1
Blue G,@Graham93201,2023-12-10T19:42:57.000Z,"Blue G
@Graham93201
·
Dec 10, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,1
NoneYa,@larrupin35,2023-12-10T15:41:38.000Z,"NoneYa
@larrupin35
·
Dec 10, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
ROBERT CRAWFORD,@sirandrew2,2023-12-10T15:35:03.000Z,"ROBERT CRAWFORD
@sirandrew2
·
Dec 10, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
Richard Hudson,@timberwolf1964,2023-12-08T16:53:07.000Z,"Richard Hudson
@timberwolf1964
·
Dec 8, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,2
Cerberus,@SonOfTyphon,2023-12-08T16:20:49.000Z,"Cerberus
@SonOfTyphon
·
Dec 8, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,1
YouCan'tBeSeriousSuzi,@YouCantBeSeri20,2023-12-08T14:54:50.000Z,"YouCan'tBeSeriousSuzi
@YouCantBeSeri20
·
Dec 8, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,4
Peter Bonde,@PeterBondeSE,2023-12-08T14:48:28.000Z,"Peter Bonde
@PeterBondeSE
·
Dec 8, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,8
dermot cullen,@dermotcullen3,2023-12-08T10:45:16.000Z,"dermot cullen
@dermotcullen3
·
Dec 8, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,2
MarkinManchester,@MarkArm41566344,2023-12-08T08:51:11.000Z,"MarkinManchester
@MarkArm41566344
·
Dec 8, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,2
Seb.,@Seb25982998,2023-12-08T06:27:47.000Z,"Seb.
@Seb25982998
·
Dec 8, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,2
PatriotismIsExcellent,@WearyOfChaos,2023-12-08T05:43:37.000Z,"PatriotismIsExcellent
@WearyOfChaos
·
Dec 8, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,2
Heath,@00_heath_00,2023-12-07T23:52:05.000Z,"Heath
@00_heath_00
·
Dec 8, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,2
BunsenBurnerA/C,@BunsenB61592999,2023-12-07T21:05:56.000Z,"BunsenBurnerA/C
@BunsenB61592999
·
Dec 7, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,3
Robert Patrick,@HuggingMuninn,2023-12-07T20:49:22.000Z,"Robert Patrick
@HuggingMuninn
·
Dec 7, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,3
Mick,@Mick50984279,2023-12-07T20:04:35.000Z,"Mick
@Mick50984279
·
Dec 7, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
Graham W,@Grimmers11,2023-12-07T18:42:23.000Z,"Graham W
@Grimmers11
·
Dec 7, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,1
Paul White,@paul19white74,2023-12-07T14:51:24.000Z,"Paul White
@paul19white74
·
Dec 7, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,1
Chris Hak,@c911hak,2023-12-07T11:43:14.000Z,"Chris Hak
@c911hak
·
Dec 7, 2023Replying to 
@breizhat92
 @climatepledge
 and 
@Weyerhaeuser",,,
IP,@IP13192360,2023-12-07T08:52:25.000Z,"IP
@IP13192360
·
Dec 7, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,5
LBM Journal,@LBMJournal,2023-12-06T22:27:48.000Z,"LBM Journal
@LBMJournal
·
Dec 6, 2023The North American Forest Foundation has received a $6,000 grant from the 
@Weyerhaeuser
 Giving Fund to support its Truth About Trees App project.

https://lbmjournal.com/north-american-forest-foundation-receives-grant-from-weyerhaeuser-2/…",,,1
cclinton,@grancake,2023-12-06T21:24:08.000Z,"cclinton
@grancake
·
Dec 6, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,2
William Sarstard OBE,@BillySarstard,2023-12-06T21:04:24.000Z,"William Sarstard OBE
@BillySarstard
·
Dec 6, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,3
breizhat,@breizhat92,2023-12-06T20:26:29.000Z,"breizhat
@breizhat92
·
Dec 6, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",1,,9
William,@William78796605,2023-12-06T03:43:48.000Z,"William
@William78796605
·
Dec 6, 2023Replying to 
@William78796605
 @SolanaToad
 and 2 others",,,
William,@William78796605,2023-12-06T02:07:39.000Z,"William
@William78796605
·
Dec 6, 2023Replying to 
@SolanaToad
 @climatepledge
 and 
@Weyerhaeuser",1,,1
William,@William78796605,2023-12-06T02:06:49.000Z,"William
@William78796605
·
Dec 6, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,1
William,@William78796605,2023-12-06T02:06:30.000Z,"William
@William78796605
·
Dec 6, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,3
Captain Ⓐncapistan,@CptAncapistan,2023-12-05T23:40:13.000Z,"Captain Ⓐncapistan
@CptAncapistan
·
Dec 6, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,2
LA Darpinian,@larrydarp,2023-12-05T01:48:51.000Z,"LA Darpinian
@larrydarp
·
Dec 5, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
LA Darpinian,@larrydarp,2023-12-05T01:47:08.000Z,"LA Darpinian
@larrydarp
·
Dec 5, 2023Replying to 
@climatepledge
 and 
@Weyerhaeuser",,,
Legacy Washington,@Legacy_WA,2023-12-04T22:56:02.000Z,"Legacy Washington
@Legacy_WA
·
Dec 4, 2023“As a society we know very little about what we are doing to ourselves.” -Ruckelshaus on pollution

""Mr. Clean"" was around for many historic events, especially during the Nixon Administration. He became Washingtonian while working for 
@Weyerhaeuser
: https://www2.sos.wa.gov/_assets/legacy/who-are-we/bill-ruckelshaus-pdf.pdf…

#TDIH",,,3
The Climate Pledge,@climatepledge,2023-12-02T21:24:30.000Z,"The Climate Pledge
@climatepledge
·
Dec 2, 2023We’re here at #COP28 with Ara Erickson, VP of Corporate Sustainability at 
@Weyerhaeuser
, who spoke about the pressing need for scalable solutions to address the climate crisis, emphasizing the vital role of forests as a readily available & scalable solution for carbon removal.",48,31,195
Nismosaki,@MaySinRacing,2023-12-02T07:56:19.000Z,"Nismosaki
@MaySinRacing
·
Dec 2, 2023How about when the lumber mill 
@Weyerhaeuser
  
told me to my face, 

""we're not going to hire you, you're white"" 

#discrimination #illegal?",1,,1
WU+D Clemson,@wudclemson,2023-11-29T15:16:36.000Z,"WU+D Clemson
@wudclemson
·
Nov 29, 2023Thank you to Darren Meyer of MKSK for presenting landscape-based sequestration methods to 
@ClemsonUniv
 students during yesterday's seminar offered by WU+D, Glenn Dept of Civil Engineering &
@CUSoA_Clemson
, sponsored by 
@weyerhaeuser
. 
@ClemsonCAFLS
 @ClemsonCECAS",,1,1
WBCSD,@wbcsd,2023-11-28T15:19:47.000Z,"WBCSD
@wbcsd
·
Nov 28, 2023Replying to 
@wbcsd",,,1
WU+D Clemson,@wudclemson,2023-11-22T19:39:32.000Z,"WU+D Clemson
@wudclemson
·
Nov 22, 2023WU+D, Glenn Dept of Civil Engineering & 
@CUSoA_Clemson
 are offering a series of seminars sponsored by 
@weyerhaeuser
. On Tues 11/28 Darren Meyer & Joe Chambers of MKSK will review landscape-based sequestration methods, primarily mini-forests. 
https://ecs.page.link/axRWe 
@clemsoncafls",,,
MSU Forest Resources,@MSU_CFR,2023-11-08T14:47:29.000Z,"MSU Forest Resources
@MSU_CFR
·
Nov 8, 2023Ray Beeson, supply planner with 
@Weyerhaeuser
 and #MSUCFR sustainable bioproducts alumnus, teamed up with Scott Bailey, Weyerhaeuser Technical Director, to lead a lecture on strength/warp stability in lumber and engineered wood products for a 
@MSUEngineering
 Wood Structure class.",,1,4
Albert M. Svensson,@AlbertMSvensso1,2023-11-08T06:50:04.000Z,"Albert M. Svensson
@AlbertMSvensso1
·
Nov 8, 2023Replying to 
@Henkel",,,2
Beurs Broekie,@BeursBroekie,2023-11-07T19:30:38.000Z,"Beurs Broekie
@BeursBroekie
·
Nov 7, 2023Ben ik even blij met 
@Weyerhaeuser
 al een tijdje in portefeuille ",,,
Joe Marks,@Bruinsbegonias,2023-11-06T02:45:47.000Z,"Joe Marks
@Bruinsbegonias
·
Nov 6, 2023@Weyerhaeuser
 Your website seems subpar for employment submissions. Just thought a major industry should know inadequacies exist within your organization. Good luck correcting such obvious issues in human resources.",,,1
WU+D Clemson,@wudclemson,2023-11-01T18:11:44.000Z,"WU+D Clemson
@wudclemson
·
Nov 1, 2023WU+D, Glenn Dept of Civil Engineering & 
@CUSoA_Clemson
 are offering a series of seminars sponsored by 
@weyerhaeuser
. On Tuesday, Nov 7 Dean Lewis of 
@SkanskaUSA
 will give a presentation on different ways that #masstimber is being utilized.  https://ecs.page.link/axRWe 
@clemsoncecas",,,1
Jonathan Battaglia,@jrbattaglia,2023-10-29T15:53:25.000Z,"Jonathan Battaglia
@jrbattaglia
·
Oct 29, 2023Great week at the 
@MachinistsUnion
’s Wood, Pulp and Paper Council!

We talked organizing, communications, sustainable forestry and even toured a 
@Weyerhaeuser
 sawmill in beautiful Eugene, Ore. ",,1,6
Springfield Education Foundation,@SEFLaneOR,2023-10-05T20:49:25.000Z,"Springfield Education Foundation
@SEFLaneOR
·
Oct 5, 2023@Weyerhaeuser
 is our latest North Star #Sponsor! The timber industry is the backbone of Springfield, & our friends at #Weyerhaeuser know that funding programs to keep kids engaged in #school helps to build a #workforce of competent and bright individuals. #ThankYou, Weyerhaeuser!",,,
National Boreal Program,@DUCBoreal,2023-10-05T17:22:22.000Z,"National Boreal Program
@DUCBoreal
·
Oct 5, 2023For #NationalForestWeek 
@ducboreal
 teamed up with 
@CanforCorp
 and 
@Weyerhaeuser
 to host a forestry-themed tour at the #BorealWetlandCentre to discuss:
 the value of forests
 sustainable forest management
 silviculture
 the interconnectedness of forests and wetlands",,,2
National Boreal Program,@DUCBoreal,2023-10-05T15:42:00.000Z,"National Boreal Program
@DUCBoreal
·
Oct 5, 2023 Congratulations and thank you to our #FMWSI partners  
@AlbertaPacific
@CanforCorp
 
@FPAC_APFC
@TolkoIndustries
@westfraserEWP
 
@Weyerhaeuser",,,1
WU+D Clemson,@wudclemson,2023-10-04T14:26:09.000Z,"WU+D Clemson
@wudclemson
·
Oct 4, 2023WU+D, Glenn Dept of Civil Engineering & 
@CUSoA_Clemson
 are offering a series of seminars sponsored by 
@weyerhaeuser
. Join us next Tues 10/10 for ""MEP Insights to the IECC and Title 24 Energy Codes – What the Future Holds."" https://ecs.page.link/rkewb 
@clemsoncafls",,1,2
WU+D Clemson,@wudclemson,2023-10-03T18:29:34.000Z,"WU+D Clemson
@wudclemson
·
Oct 3, 2023Thank you to David Roueche of 
@AuburnEngineers
  for presenting today's seminar ""Timber to the Extreme,"" about the performance of #timber structures under extreme hazards - the latest in the 
@weyerhaeuser
  seminar series. https://ecs.page.link/rkewb 
@clemsoncecas
 @CUSoA_Clemson",,2,7
ForestEyeAlerts,@ForestEyeAlerts,2023-09-28T18:47:52.000Z,"ForestEyeAlerts
@ForestEyeAlerts
·
Sep 28, 2023FOREST EYE ALERT 
@Weyerhaeuser
  has logged an estimated 103.2 hectares of candidate #OldGrowth deferrals in October 2022 near Garrison Lakes Recreation Site in the Thompson-Okanagan region.

Follow this link to receive alerts to your inbox & phone: https://stand.earth/forest-eye/sign-up…",1,2,3
Geoengineering Info,@geoengineering1,2023-09-22T07:05:13.000Z,"Geoengineering Info
@geoengineering1
·
Sep 22, 2023@Weyerhaeuser
 has received approval from the American Carbon Registry for its Maine Improved Forest Management (IFM) carbon credit project, covering 50,000 acres and generating 475,000 credits over its lifetime. The project is the first to issue credits through the voluntary…
Show more",,1,
VCMI,@wearevcmi,2023-09-21T22:59:24.000Z,"VCMI
@wearevcmi
·
Sep 21, 2023Sheldrake: ""There is no role for a carbon market that doesn’t provide an economic or social benefit on the ground."" #VCMs #carbonfinance #climateaction #ClimateWeekNYC 
@Weyerhaeuser
 @TIME
 @jpmorgan",,,
VCMI,@wearevcmi,2023-09-21T22:57:50.000Z,"VCMI
@wearevcmi
·
Sep 21, 2023Sheldrake: ""We need to see mobilization and adoption. We’ve developed the integrity frameworks and now its about bringing them to life, to bring integrity and trust to the market."" #ClimateWeekNYC #nycw #carbonfinance #coporateaction 
@Weyerhaeuser
 @TIME",,,
VCMI,@wearevcmi,2023-09-21T22:54:29.000Z,"VCMI
@wearevcmi
·
Sep 21, 2023Sheldrake: ""The due diligence burden is a huge barrier for participation – but we’ve worked closely with the 
@IC_VCM
 on a framework to help, and bring end-to-end integrity to the market."" #climateweeknyc #corporateaction #carbonfinance #VCMs 
@Weyerhaeuser
 @Carbon_Direct",,,1
WBCSD,@wbcsd,2023-09-19T18:28:54.000Z,"WBCSD
@wbcsd
·
Sep 19, 2023Unpack the nature performance and accountability landscape, including lessons from WBCSD's 
@TNFD_
 pilot and #NaturePositive Roadmaps.

Live stream here today, 15:30–17:00 EDT: https://tnc.zoom.us/j/99796564042#success…
@UNEP_FI
 @PwC
 @Weyerhaeuser
 @GlobalERM
 #ClimateWeekNYC #TNFD #ClimateWeekWBCSD",,,5
Carbon Direct,@Carbon_Direct,2023-09-18T15:02:05.000Z,"Carbon Direct
@Carbon_Direct
·
Sep 18, 2023#ClimateWeek: Rachel Pepple, Head of Marketing #CarbonDirect is speaking on the panel ""Disproportionate Impacts: How Women are Poised to Have an Outsized Effect on #ClimateAction."" Also feat. Dr. Jennifer Jenkins 
@Rubicon
 & Alicia Robbins 
@Weyerhaeuser
! https://bit.ly/3PoiPM8 ",,,
Beurs Broekie,@BeursBroekie,2023-09-13T16:51:25.000Z,"Beurs Broekie
@BeursBroekie
·
Sep 13, 2023Replying to 
@twan_nl",,,1
WU+D Clemson,@wudclemson,2023-09-13T14:24:45.000Z,"WU+D Clemson
@wudclemson
·
Sep 13, 2023WU+D, Glenn Dept of Civil Engineering & 
@CUSoA_Clemson
 are offering a series of seminars this fall semester. Join us next Tuesday 9/19 for ""Ethical Considerations for Sustainable Buildings.""
https://ecs.page.link/axRWe Seminars made possible by a generous gift from 
@Weyerhaeuser
.",,3,3
Zach Urness,@ZachsORoutdoors,2023-09-11T04:26:23.000Z,"Zach Urness
@ZachsORoutdoors
·
Sep 11, 2023Replying to 
@ZachsORoutdoors",,,4
Joseph Henson (Henson Strategy LLC),@wantazerobar,2023-09-08T00:10:26.000Z,"Joseph Henson (Henson Strategy LLC)
@wantazerobar
·
Sep 8, 2023@Weyerhaeuser
 @GeorgiaPacific
  
Mechanical pulp can be used without bleaching to make printing papers for applications in which low brightness is acceptable—primarily, newsprint.  I think low brightness is better than sulfer dioxide & bleaching agents getting into water etc.",1,,1
