User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
BOE Report,@BOEReport,2024-01-09T13:44:06.000Z,"BOE Report
@BOEReport
·
Jan 9Tidewater Midstream and Infrastructure Ltd. monetizes its AltaGas Ltd. common shareholdings",,,
Crwe World,@CrweWorld,2024-01-09T12:56:28.000Z,"Crwe World
@CrweWorld
·
Jan 9TIDEWATER MIDSTREAM AND INFRASTRUCTURE LTD. MONETIZES ITS ALTAGAS LTD. COMMON SHAREHOLDINGS     $TWM.CA",,,
UprHand Research,@UprHand,2024-01-07T01:14:23.000Z,"UprHand Research
@UprHand
·
Jan 7Biggest Insider Buyer Of The Day 
Shark On The Move  05 January 2024
Big Sell Alert 
Insider Name: Grant, Bradley, Bertram
Ticker: $ALA $ALA.TO
Dollar Amount: $-702,375
Company Name: AltaGas Ltd.
#INSIDERTRADES #utilities #natgas",,3,5
Crwe World,@CrweWorld,2024-01-04T02:03:01.000Z,"Crwe World
@CrweWorld
·
Jan 4ALTAGAS LTD. ANNOUNCES $400 MILLION MEDIUM TERM NOTE OFFERING     $ALA.CA",,,
BOE Report,@BOEReport,2024-01-03T22:48:35.000Z,"BOE Report
@BOEReport
·
Jan 3AltaGas Ltd. announces $400 million medium term note offering",,,
goldsheet,@goldsheet,2024-01-03T14:41:10.000Z,"goldsheet
@goldsheet
·
Jan 3AltaGas Ltd. has closed the acquisition of several Pipestone natural gas assets in Montney and declared a positive final investment decision  on the Pipestone Phase II expansion project.AltaGas Closes Pipestone Acquisition, Makes FID on Expansion",,,
Storage Terminal Magazine,@StorageTerminal,2023-11-14T13:25:05.000Z,"Storage Terminal Magazine
@StorageTerminal
·
Nov 14, 2023AltaGas Ltd. and Royal Vopak have announced the Ridley Island Energy Export Facility is progressing towards its FID

To view article please click here: https://hubs.ly/Q028PHKy0

#storageterminalsmagazine #oil #tankterminals #storageterminals #liquids #storageterminalsmag #news",,,
goldsheet,@goldsheet,2023-11-09T11:02:23.000Z,"goldsheet
@goldsheet
·
Nov 9, 2023AltaGas Ltd. reported a net loss before income tax of $36.99 million (CAD 51 million) for the third quarter.Altagas Posts Net Loss but Maintains 2023 Guidance",,,
Baystreet.ca,@baystreet_ca,2023-11-03T16:29:35.000Z,"Baystreet.ca
@baystreet_ca
·
Nov 3, 2023Stocks in Play: AltaGas Ltd. http://dlvr.it/SyLb2n",,,
Warren Matutino | Intelligent Investing,@wrmatutino,2023-11-02T02:48:45.000Z,"Warren Matutino | Intelligent Investing
@wrmatutino
·
Nov 2, 2023RBC Global Energy Best Ideas List-

Neste Oyj, Suncor Energy, Obsidian Energy, Topaz Energy, Permian Resources Corp., ARC Resources, Tourmaline Oil, Canadian Natural Resources, Santos Ltd., SLB, Aker Solutions, Altagas Ltd., Pembina Pipeline Corp., Targa Resources Corp.,",1,,
Canadian Riley,@TiaRileyCanada,2023-10-30T20:34:19.000Z,"Canadian Riley
@TiaRileyCanada
·
Oct 30, 2023Replying to 
@TiaRileyCanada
 and 
@terry_truchan",,,
Bullish Trend,@trend_bullish,2023-10-17T12:39:21.000Z,"Bullish Trend
@trend_bullish
·
Oct 17, 2023$ALA.TO Altagas Ltd: JPMorgan raises its price target to CA$33 from CA$31 given the company's solid growth and increasing LPG export margins.",,,1
X-Files Market Investigators,@market_x_files,2023-10-10T16:15:02.000Z,"X-Files Market Investigators
@market_x_files
·
Oct 10, 2023AltaGas Ltd. $ATGFF has ripped $1.04 (5.6%) now trading at 19.65",,,
UprHand Research,@UprHand,2023-09-19T20:08:29.000Z,"UprHand Research
@UprHand
·
Sep 19, 2023Shark On The Move  18 Sep 23
Big Sell Alert 
Insider Name: Grant, Bradley, Bertram
Ticker: $ALA $ALA.TO
Dollar Amount: $-537,500
Company Name: AltaGas Ltd.
#INSIDERTRADES #Utilities #natgas",,,
美股之家,@meiguzhijia,2023-08-31T17:37:59.000Z,"美股之家
@meiguzhijia
·
Aug 31, 2023Tidewater Midstream and Infrastructure (TSX:TWM:CA) 周四表示，将以 6.5 亿美元的价格将其 Pipestone 天然气工厂、Pipestone 扩建项目、Dimsdale 天然气储存设施以及相关收集和其他基础设施出售给 AltaGas Ltd。",,,
CTV News Calgary,@CTVCalgary,2023-08-31T13:30:31.000Z,"CTV News Calgary
@CTVCalgary
·
Aug 31, 2023Tidewater Midstream and Infrastructure Ltd. has signed a deal to sell its Pipestone natural gas plant and expansion project as well as its Dimsdale natural gas storage facility to AltaGas Ltd. for $650 million in cash and shares.",,,3
SIACharts,@siacharts,2023-08-18T16:36:47.000Z,"SIACharts
@siacharts
·
Aug 18, 2023#AltaGas Ltd. (http://ALA.TO) has moved up in the SIA TSX Composite Index Report on the edge of the Neutral zone in the 61st position needing just 4 more spots upwards to move into the Favored zone.

https://siacharts.com/2023/08/18/altagas-ltd-ala-to-2/…

#fintwit $ala.to #relativestrength #TSX",,,
UprHand Research,@UprHand,2023-08-03T13:46:18.000Z,"UprHand Research
@UprHand
·
Aug 3, 2023Biggest Insider Seller Of The Day
Shark On The Move  02 August 2023
Big Sell Alert
Insider Name: Stein, Deborah Susan
Ticker: $ALA $ALA.TO
Dollar Amount: $-312,360
Company Name: AltaGas Ltd.
#INSIDERTRADES #oilandgas #utilities",,,
Ticker Report,@TickerReport,2023-08-02T06:50:37.000Z,"Ticker Report
@TickerReport
·
Aug 2, 2023Q3 2023 EPS Estimates for AltaGas Ltd. Lowered by Analyst $ALA http://tickerreport.com/?p=10930220",,,
sandra twang,@sandratwang72,2023-07-28T17:41:20.000Z,"sandra twang
@sandratwang72
·
Jul 28, 2023Mountain Valley is owned by units of Equitrans, NextEra Energy Inc (NEE.N), Consolidated Edison Inc (ED.N), AltaGas Ltd (http://ALA.TO) and RGC Resources Inc (RGCO.O).",,1,
Baystreet.ca,@baystreet_ca,2023-07-28T13:45:18.000Z,"Baystreet.ca
@baystreet_ca
·
Jul 28, 2023Stocks in Play: AltaGas Ltd. http://dlvr.it/Sssg7z",,,
Tom - Be Good People,@fuzzygreysocks,2023-05-29T22:39:29.000Z,"Tom - Be Good People
@fuzzygreysocks
·
May 30, 2023Replying to 
@fuzzygreysocks",1,1,
NoSiLLa,@allisonRkorman,2023-05-29T10:41:38.000Z,"NoSiLLa
@allisonRkorman
·
May 29, 2023…
Equitrans, owns about 48.1% of a company called Mountain Valley. 
Mountain Valley is owned by units of Equitrans, NextEra Energy Inc, Consolidated Edison Inc, AltaGas Ltd, & RGC Resources Inc. 
In other words: 
Mountain Valley Pipeline Stock market fukkery! ",1,,
Canada Propane,@CanadaPropane,2023-05-25T19:55:52.000Z,"Canada Propane
@CanadaPropane
·
May 25, 2023Asia is an important market for Cdn #propane. Propane #exports to non-US destinations have expanded thanks to 
@AltaGasLtd
 and 
@PembinaPipeline
 BC export terminals. Propane is a viable, cost-effective step to cleaner air. 
@JagrupBrar1
  #SustainableEnergy",,,1
volume ticker,@volumeticker,2023-05-22T16:36:13.000Z,"volume ticker
@volumeticker
·
May 22, 2023AltaGas Ltd. traded 238% above average volume, $ATGFF down -5.42%",,,
Ion Vaciu,@ionvaciu,2023-05-22T13:13:06.000Z,"Ion Vaciu
@ionvaciu
·
May 22, 2023Oil & Gas Journal's weekly digital edition is now available.

This week's highlights include:
- ONEOK to acquire Magellan Midstream Partners
- US Industry Scoreboard
- Equinor discovers hydrocarbons south of Kristin
- AltaGas Ltd.,…https://lnkd.in/dqNZQc5J",,,
BOE Report,@BOEReport,2023-05-15T22:24:06.000Z,"BOE Report
@BOEReport
·
May 16, 2023AltaGas Ltd. closes aggregate $400 million medium term note offering http://dlvr.it/Sp55F3",,,
LP Gas Magazine,@LPGas_Mag,2023-05-12T19:00:23.000Z,"LP Gas Magazine
@LPGas_Mag
·
May 12, 2023AltaGas and Royal Vopak are working to bolster Canada's #LPG export capability. Here's how. (Photo: AltaGas Ltd.)",,,
BOE Report,@BOEReport,2023-05-12T03:30:02.000Z,"BOE Report
@BOEReport
·
May 12, 2023AltaGas Ltd. announces aggregate $400 million medium term note offering http://dlvr.it/SnvvD3",,,1
Johnston Centre @ Rotman School of Mgt,Johnston Centre @ Rotman School of Mgt,2023-05-08T15:10:18.000Z,"Johnston Centre @ Rotman School of Mgt
@JohnstonCentre
·
May 8, 2023Canada’s energy firm Enbridge Inc. has named Patrick Murray as its new chief financial officer, effective July 1. Murray will replace Vern Yu, who is leaving the firm to become president and CEO of Canada’s utilities firm AltaGas Ltd. #CorpGov
https://ca.finance.yahoo.com/news/enbridge-names-patrick-murray-cfo-115046543.html?soc_src=social-sh&soc_trk=tw&tsrc=twtr… via 
@Yahoo",,,
OGN - Media for the Energy Future,@OGN_Online,2023-05-03T06:11:00.000Z,"OGN - Media for the Energy Future
@OGN_Online
·
May 3, 2023Vopak, AltaGas Ltd. to build large-scale fuels terminal in Canada

The 50/50 joint venture will have the capability to facilitate the export of LPGs, methanol, and other bulk liquids that are vital for everyday life.

Read more on https://ognnews.com/ArticleMG/27559

#OGNews #altagas",,,
Parlons sciences,@ParlonsSciences,2023-04-25T21:09:00.000Z,"Parlons sciences
@ParlonsSciences
·
Apr 25, 2023Nous sommes heureux de compter désormais AltaGas Ltd. parmi nos donateurs! Son soutien servira à appuyer nos Enseignant.e.s visionnaires. Merci pour votre confiance envers Parlons sciences!",,,1
Let's Talk Science,@LetsTalkScience,2023-04-25T21:00:10.000Z,"Let's Talk Science
@LetsTalkScience
·
Apr 25, 2023We are thrilled to welcome AltaGas Ltd. as a new supporter! They will be supporting Teacher Leaders in Northern BC as part of the Professional Learning for Educators program. Thank you for your trust in Let's Talk Science as we make a difference and develop youth in Canada.",,,4
Susan Brunner,@spbrunner,2023-03-29T21:44:29.000Z,"Susan Brunner
@spbrunner
·
Mar 29, 2023AltaGas Ltd (TSX-ALA, OTC-ATGFF) #Stock $ALA.CA $ATGFF Dividend Growth Utility. https://spbrunner.blogspot.com/2023/03/altagas-ltd.html… https://spbrunner.com/stocks/ala.htm",,,2
stocktomeapp,@stocktomeapp1,2023-03-27T04:44:46.000Z,"stocktomeapp
@stocktomeapp1
·
Mar 27, 2023$ATGFF has a strong competitive advantage in the market due to its valuable asset portfolio. With potential for significant growth and a 4.5% dividend yield, it's an undervalued stock with great potential. #AltagasLtd #InvestmentOpportunity       Opinion: https://stocktome.ca/1opinion?opinion=1679731201038x851322408514745500…",1,,1
West Monroe,@WestMonroe,2023-03-22T15:11:16.000Z,"West Monroe
@WestMonroe
·
Mar 22, 2023Replying to 
@WestMonroe",1,,1
Seeking Alpha,@SeekingAlpha,2023-03-02T19:10:34.000Z,"Seeking Alpha
@SeekingAlpha
·
Mar 2, 2023$ATGFF $ATGAF $ATLAF - AltaGas Ltd. (ATGFF) Q4 2022 Earnings Call Transcript. https://seekingalpha.com/article/4583988-altagas-ltd-atgff-q4-2022-earnings-call-transcript?source=feed_f&utm_campaign=twitter_automated&utm_content=article&utm_medium=social&utm_source=twitter_automated… #stockmarket #business #finance",,,
Baystreet.ca,@baystreet_ca,2023-03-02T14:58:35.000Z,"Baystreet.ca
@baystreet_ca
·
Mar 2, 2023Stocks in Play: AltaGas Ltd. http://dlvr.it/SkFfKc",,,
Saurav Thakur ,@MrSauravThakur,2023-03-02T11:04:01.000Z,"Saurav Thakur 
@MrSauravThakur
·
Mar 2, 2023  ALTAGAS LTD -EXPECTS APPROXIMATELY $90 MLN OF CAPITAL INVESTMENTS THAT WERE APPROVED IN 2022 TO ROLLOVER AND BE DEPLOYED IN EARLY 2023",,,
BC Gas Lobbying Bot,@BCGasLobbyBot,2023-01-16T20:30:47.000Z,"BC Gas Lobbying Bot
@BCGasLobbyBot
·
Jan 16, 2023 FOSSIL FUEL LOBBYING ALERT: On Mon. December 12, 2022, AltaGas Ltd. lobbied Rob Fleming.",,2,1
Saurav Thakur ,@MrSauravThakur,2022-12-22T12:32:31.000Z,"Saurav Thakur 
@MrSauravThakur
·
Dec 22, 2022  ALTAGAS LTD - APPROVAL POSITIONS TRANSACTION TO CLOSE DURING Q1 OF 2023

- http://PiQSuite.com/Suite",,,
BC Gas Lobbying Bot,@BCGasLobbyBot,2022-12-15T20:30:44.000Z,"BC Gas Lobbying Bot
@BCGasLobbyBot
·
Dec 15, 2022 FOSSIL FUEL LOBBYING ALERT: On Tue. November 8, 2022, AltaGas Ltd. lobbied Jennifer Horsman.",,1,4
BC Gas Lobbying Bot,@BCGasLobbyBot,2022-12-15T20:30:44.000Z,"BC Gas Lobbying Bot
@BCGasLobbyBot
·
Dec 15, 2022 FOSSIL FUEL LOBBYING ALERT: On Thu. November 24, 2022, AltaGas Ltd. lobbied Mark Urwin, and Nathaniel Amann-Blake.",,1,2
BC Gas Lobbying Bot,@BCGasLobbyBot,2022-12-15T20:30:44.000Z,"BC Gas Lobbying Bot
@BCGasLobbyBot
·
Dec 15, 2022 FOSSIL FUEL LOBBYING ALERT: On Thu. November 24, 2022, AltaGas Ltd. lobbied Joie Warnock.",,2,3
BC Gas Lobbying Bot,@BCGasLobbyBot,2022-12-15T20:30:44.000Z,"BC Gas Lobbying Bot
@BCGasLobbyBot
·
Dec 15, 2022 FOSSIL FUEL LOBBYING ALERT: On Thu. November 24, 2022, AltaGas Ltd. lobbied Ellis Ross (MLA for Skeena).",,1,4
Stockchase,@stockchase,2022-11-19T16:22:55.000Z,"Stockchase
@stockchase
·
Nov 19, 2022Altagas Ltd , Cisco and 21 Stock and 3 ETF Top Picks (Nov 11-17) https://stockchase.com/discover/top-picks-this-week/…",,,
LiquidityNews,@LiquidityNews,2022-11-17T18:11:16.000Z,"LiquidityNews
@LiquidityNews
·
Nov 17, 2022
Automated$AGEEF  AltaGas Ltd RED PFD SHS SER E Preference Shares | Addition - New Listing |  Effective 2022-11-17 #newstock",,,
Finnoexpert,@PophaleSamarth,2022-10-29T02:14:49.000Z,"Finnoexpert
@PophaleSamarth
·
Oct 29, 2022AltaGas Ltd. (ATGFF) Q3 2022 Earnings Call Transcript https://finnoexpert.com/2022/10/29/altagas-ltd-atgff-q3-2022-earnings-call-transcript/…",,,
Trade Today,@tradetoday9,2022-10-29T02:06:19.000Z,"Trade Today
@tradetoday9
·
Oct 29, 2022AltaGas Ltd. (ATGFF) Q3 2022 Earnings Call Transcript https://tradetoday.co.in/altagas-ltd-atgff-q3-2022-earnings-call-transcript/…",,,
Newshare 24,@Newshare24,2022-10-29T01:57:13.000Z,"Newshare 24
@Newshare24
·
Oct 29, 2022AltaGas Ltd. 2022 Q3 – Results – Earnings Call Presentation (OTCMKTS:ATGFF) https://newshare24.com/2022/10/29/altagas-ltd-2022-q3-results-earnings-call-presentation-otcmktsatgff/…",,,
Finnoexpert,@PophaleSamarth,2022-10-29T01:57:07.000Z,"Finnoexpert
@PophaleSamarth
·
Oct 29, 2022AltaGas Ltd. 2022 Q3 – Results – Earnings Call Presentation (OTCMKTS:ATGFF) https://finnoexpert.com/2022/10/29/altagas-ltd-2022-q3-results-earnings-call-presentation-otcmktsatgff/…",,,
Trade Today,@tradetoday9,2022-10-29T01:54:26.000Z,"Trade Today
@tradetoday9
·
Oct 29, 2022AltaGas Ltd. 2022 Q3 – Results – Earnings Call Presentation (OTCMKTS:ATGFF) https://tradetoday.co.in/altagas-ltd-2022-q3-results-earnings-call-presentation-otcmktsatgff/…",,,
Seeking Alpha,@SeekingAlpha,2022-10-29T01:51:15.000Z,"Seeking Alpha
@SeekingAlpha
·
Oct 29, 2022$ATGFF $ATGAF $ATLAF - AltaGas Ltd. 2022 Q3 - Results - Earnings Call Presentation. https://seekingalpha.com/article/4550634-altagas-ltd-2022-q3-results-earnings-call-presentation?source=feed_f&utm_campaign=twitter_automated&utm_content=article&utm_medium=social&utm_source=twitter_automated… #economy #business #investing",,,
Seeking Alpha,@SeekingAlpha,2022-10-29T01:49:17.000Z,"Seeking Alpha
@SeekingAlpha
·
Oct 29, 2022$ATGFF $ATGAF $ATLAF - AltaGas Ltd. (ATGFF) Q3 2022 Earnings Call Transcript. https://seekingalpha.com/article/4550633-altagas-ltd-atgff-q3-2022-earnings-call-transcript?source=feed_f&utm_campaign=twitter_automated&utm_content=article&utm_medium=social&utm_source=twitter_automated… #trading #investing #finance",,,
Stocks Creamun,@StocksCreamun,2022-10-28T15:00:19.000Z,"Stocks Creamun
@StocksCreamun
·
Oct 28, 2022ALERT Toronto Stock Exchange
Altagas Ltd 
$ALA.TO 24.35 
down -5.47%  
10:41",,,
JennyManyDots,@jenstilmanydots,2022-10-22T16:51:26.000Z,"JennyManyDots
@jenstilmanydots
·
Oct 22, 2022Replying to 
@jenstilmanydots",1,,1
SADIF - Analytics,@SADIFAnalytics,2022-10-20T17:00:33.000Z,"SADIF - Analytics
@SADIFAnalytics
·
Oct 20, 2022Rating Update for AltaGas Ltd $ALA https://sadifanalytics.com/research/58397",,,
volume ticker,@datadili,2022-10-18T05:09:29.000Z,"volume ticker
@datadili
·
Oct 18, 2022AltaGas Ltd. traded 146% above average volume, $ATGFF closed up 3.72%",,,1
BC Gas Lobbying Bot,@BCGasLobbyBot,2022-10-17T20:30:46.000Z,"BC Gas Lobbying Bot
@BCGasLobbyBot
·
Oct 17, 2022 FOSSIL FUEL LOBBYING ALERT: On Mon. September 26, 2022, AltaGas Ltd. lobbied Hurrian Peyman, and Shannon Goldade.",,8,9
SEC.report,@EdgarInsider,2022-10-07T10:17:32.000Z,"SEC.report
@EdgarInsider
·
Oct 7, 2022SEC Form 6-K  filed by  $ATGFF $ALTGF #AltaGas Ltd.  https://sec.report/Document/0001104659-22-106896/…",,,
LiquidityNews,@LiquidityNews,2022-09-30T13:10:21.000Z,"LiquidityNews
@LiquidityNews
·
Sep 30, 2022
Automated$ALTGF  Altagas Ltd Preference Shares  Series C Canada (CA) | Issue called for Redemption |Redemption price: US$25.00 per Series C Share. Separately from the redemption price the final quarterly dividend of",,,
CutTheCrapInvesting,@67Dodge,2022-09-30T09:45:29.000Z,"CutTheCrapInvesting
@67Dodge
·
Sep 30, 2022Replying to 
@SBarlow_ROB",,2,4
Valerie,@lanying24113338,2022-09-27T19:09:38.000Z,"Valerie
@lanying24113338
·
Sep 27, 2022AltaGas selling Alaskan utilities business to TriSummit Utilities for $1,025 billion . CALGARY - AltaGas Ltd, says it has signed a deal to sell its Alaskan utilities business to TriSummit Utilities Inc, for $1,025 billion,",,,
SADIF - Analytics,@SADIFAnalytics,2022-09-16T20:20:10.000Z,"SADIF - Analytics
@SADIFAnalytics
·
Sep 16, 2022Rating Update for AltaGas Ltd $ALA https://sadifanalytics.com/research/58397",,,
SEC.report,@EdgarInsider,2022-08-23T10:10:00.000Z,"SEC.report
@EdgarInsider
·
Aug 23, 2022FORM 6-K  recently SEC filed.  $ATGFF $ALTGF #AltaGas Ltd.  https://sec.report/Document/0001104659-22-093460/…",,,
SEC.report,@EdgarInsider,2022-08-23T10:09:01.000Z,"SEC.report
@EdgarInsider
·
Aug 23, 2022Alert  / Form 6-K filed with the SEC  $ATGFF $ALTGF #AltaGas Ltd.  https://sec.report/Document/0001104659-22-093457/…",,,
BC Gas Lobbying Bot,@BCGasLobbyBot,2022-08-15T20:30:57.000Z,"BC Gas Lobbying Bot
@BCGasLobbyBot
·
Aug 15, 2022 FOSSIL FUEL LOBBYING ALERT: On Fri. July 8, 2022, AltaGas Ltd. lobbied Jennifer Rice (MLA for North Coast), and Ellis Ross (MLA Skeena).",,1,1
MCS,@PowerMcs,2022-07-28T20:35:45.000Z,"MCS
@PowerMcs
·
Jul 28, 2022AltaGas Ltd. (ATGFF) CEO Randy Crawford on Q2 2022 Results - Earnings Call Transcript  https://seekingalpha.com/article/4527088-altagas-ltd-atgff-ceo-randy-crawford-on-q2-2022-results-earnings-call-transcript?source=feed_all_articles…",,,
Seeking Alpha,@SeekingAlpha,2022-07-28T20:07:13.000Z,"Seeking Alpha
@SeekingAlpha
·
Jul 28, 2022$ATGFF $ALA.PRB:CA $ATGPF - AltaGas Ltd. (ATGFF) CEO Randy Crawford on Q2 2022 Results - Earnings Call Transcript. https://seekingalpha.com/article/4527088-altagas-ltd-atgff-ceo-randy-crawford-on-q2-2022-results-earnings-call-transcript?source=feed_f&utm_campaign=twitter_automated&utm_content=article&utm_medium=social&utm_source=twitter_automated… #investing #finance #markets",,,
BC Gas Lobbying Bot,@BCGasLobbyBot,2022-07-15T20:31:02.000Z,"BC Gas Lobbying Bot
@BCGasLobbyBot
·
Jul 15, 2022 FOSSIL FUEL LOBBYING ALERT: On Wed. June 8, 2022, AltaGas Ltd. lobbied Don D'Souza, and Adria Fradley.",1,1,3
Community Financial,@CFinancialNews,2022-07-09T07:09:21.000Z,"Community Financial
@CFinancialNews
·
Jul 9, 2022Raymond James Brokers Lift Earnings Estimates for AltaGas Ltd. $ALA http://americanbankingnews.com/?p=25757595 #markets",,,
US Banking News,@AmericanBanking,2022-07-09T07:09:20.000Z,"US Banking News
@AmericanBanking
·
Jul 9, 2022Raymond James Brokers Lift Earnings Estimates for AltaGas Ltd. $ALA http://americanbankingnews.com/?p=25757595 #stocks",,,
Stocks Creamun,@StocksCreamun,2022-06-17T18:00:22.000Z,"Stocks Creamun
@StocksCreamun
·
Jun 17, 2022ALERT Toronto Stock Exchange
Altagas Ltd 
$ALA.TO 24.98 
down -5.24%  
13:42",,,
Stocks Creamun,@StocksCreamun,2022-06-17T17:00:21.000Z,"Stocks Creamun
@StocksCreamun
·
Jun 17, 2022ALERT Toronto Stock Exchange
Altagas Ltd 
$ALA.TO 24.855 
down -5.71%  
12:43",,,
Stocks Creamun,@StocksCreamun,2022-06-17T16:00:21.000Z,"Stocks Creamun
@StocksCreamun
·
Jun 17, 2022ALERT Toronto Stock Exchange
Altagas Ltd 
$ALA.TO 24.82 
down -5.84%  
11:43",,,
PenkeTrading.com,@PenkeTrading,2022-06-16T02:37:25.000Z,"PenkeTrading.com
@PenkeTrading
·
Jun 16, 2022I found you an Oversold RSI (Relative Strength Index) on the daily chart of AltaGas Ltd. Is that #bullish or #bearish?

 $ALA #ALA #rsi #oversold

https://penketrading.com/symbols/ALA.TO/",,,1
The Globe and Mail,@globeandmail,2022-06-03T20:33:05.000Z,"The Globe and Mail
@globeandmail
·
Jun 3, 2022Bullish on AltaGas Ltd.",,1,
Globe Investor,@globeinvestor,2022-06-03T20:33:05.000Z,"Globe Investor
@globeinvestor
·
Jun 3, 2022Bullish on AltaGas Ltd.",,,
Underground Infrastructure,@UConOnline,2022-05-31T17:13:01.000Z,"Underground Infrastructure
@UConOnline
·
May 31, 2022AltaGas Ltd. is selling ENSTAR Natural Gas to TriSummit Utilities Inc. for $800 million. The deal includes ENSTAR's associated pipelines and its majority ownership in a gas storage facility.

#Alaska #utility #pipelines #naturalgas #infrastructure
http://ow.ly/LCml50Jmf5H",,,
Nathan,@shanzi73338680,2022-05-26T16:56:02.000Z,"Nathan
@shanzi73338680
·
May 26, 2022utilities business to TriSummit Utilities for $1.025 billion . CALGARY - AltaGas Ltd. says it has signed a deal to sell its Alaskan utilities business to TriSummit Utilities Inc. for $1.025 billion.",,,1
CTV News Calgary,@CTVCalgary,2022-05-26T15:30:28.000Z,"CTV News Calgary
@CTVCalgary
·
May 26, 2022AltaGas Ltd. says it has signed a deal to sell its Alaskan utilities business to TriSummit Utilities Inc. for $1.025 billion.   https://calgary.ctvnews.ca/altagas-selling-alaskan-utilities-business-to-trisummit-utilities-for-1-025b-1.5919484?cid=sm%3Atrueanthem%3Actvcalgary%3Atwitterpost&taid=628f9d07d0445e0001e0110b…",,1,7
LiquidityNews,@LiquidityNews,2022-05-04T22:20:12.000Z,"LiquidityNews
@LiquidityNews
·
May 5, 2022
Automated$ATLAF  AltaGas Ltd Pfd Ser K 5% (Canada) | Issue called for Redemption |$25.00 per Preferred Share. | Effective 2022-05-05 #stockmarket #redemption #securities",,,
Ana Lorena Aguilar,@Lorena_aguilarm,2022-05-04T16:44:00.000Z,"Ana Lorena Aguilar
@Lorena_aguilarm
·
May 4, 2022El 2 de mayo iniciaron proceso de listado ante la BMV a través del SIC: 
1. Eneos Holdings, INC.
2.Oneok, INC. 
3.Orica, LTD. 
4.Tourmaline Oil Corp. 
5.Mister Spex, SE.
6.Mitsui & Co, LTD.
7. Altagas, LTD.
8.WH Group, LTD.
9.China Mengniu Dairy Company, LTD.
10. Igo, 
Show more",,,
Buy-Sell Adviser,@BuySellAdviser,2022-05-03T20:00:01.000Z,"Buy-Sell Adviser
@BuySellAdviser
·
May 3, 2022#AltaGas Ltd. (TSX—ALA) is a buy. #UtilitiesStock #NaturalGasUtilityAssets https://bit.ly/3vFV0p8",,,
