User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment,sentiment_base
Supremeway Exim LLP,paperimporter,2024-03-17 10:32:57+00:00,mar 17available bulky paper hbns contact us to buy 91 9910057153 supremewayindustries gmail com whatsapp supremeway exim llp volga newsprint c2s mattpaper lumisilk mattartpaper matt coatedpaper mattfinish storaenso bulkypaper bookpaper lwc,0.0,0.0,0,Bullish,neutral
Business News,NewsBusiness_IC,2024-03-17 09:02:05+00:00,mar 17stora enso is planning a program to improve long term profitability and competitiveness,0.0,0.0,1,Bullish,positive
Sir Henri & Ekaterina Zubrithskaya-Knuuttila,IdeaBankKandZ,2024-03-17 07:24:23+00:00,mar 17replying to ideabankkandz aliciakeys and 46 others,1.0,0.0,0,Bullish,neutral
Pocrlh,MIB01010,2024-03-16 17:20:43+00:00,mar 16replying to mib01010,1.0,4.0,31,Bullish,neutral
Roi Papu,Roi_Papu,2024-03-16 11:57:51+00:00,mar 16replying to jeepee2022 and romakka,0.0,0.0,0,Bullish,neutral
TrueFinn,MFGA2024,2024-03-16 10:59:47+00:00,mar 16replying to emiliaraiskio and lauralinkoneva,1.0,0.0,0,Bearish,neutral
Matti Keipi,MattiKeipi34986,2024-03-16 08:02:14+00:00,mar 16ty nantajaliitot palkanmaksun voi katkaista heti jos poliittiset lakot est v t ty nteon stora enso ajaa alas tuotantoaan kyll on firman johdon vika jos ei tehtaalla ole raaka ainetta kaikkeen aina 2 3 kk tarpeisiin ja varasto tilaa niin reilusti ett,1.0,0.0,0,Bullish,neutral
CVMarket.lv,cv_market,2024-03-15 13:14:44+00:00,mar 15pievienojies ra o anas uz muma stora enso latvija as komandai darbiniekiem nodro in ts dienesta dz voklis bruto alga no 8 eur st atkar gs no veicam amata papildus apdro in ana motiv cijas sist ma gada pr mijas uzzin t vair k,2.0,0.0,1,Bullish,neutral
akshay dharma,dharma_akshay,2024-03-15 12:04:25+00:00,mar 15the shining future glass container market poised to exceed 86 6 billion by 2032 read more top key players nippon paper industries co ltd stora enso south african pulp paper industries show more,0.0,0.0,0,Bullish,positive
Ambasada Szwecji,AmbSzweWarszawa,2024-03-15 11:27:59+00:00,mar 157 03 radca ambasady mikael benthe wzi udzia w inauguracji linii ubc do przetw rstwa opakowa po produktach p ynnych w zak adzie stora enso w ostro ce to inwestycja kt ra opiewa na 29 mln euro uda o si j zrealizowa dzi ki zaanga owaniu firm stora enso i tetra pak,0.0,2.0,6,Bullish,neutral
Juha Huttunen,JuhaHuttunen7,2024-03-15 09:13:08+00:00,mar 152 ay pomojen ulkoparlamentaalisessa vallankahvassa riippuminen tulee eritt in kalliiksi suomalaiselle duunarille ja yrityksille abb irtisanoo 67 henke ja siirt tahtikoneiden valmistuksen eestiin spinnova koskee 16 henke upm lomauttaa yli 2 00 henke stora enso,0.0,0.0,0,Bullish,neutral
Sir Henri & Ekaterina Zubrithskaya-Knuuttila,IdeaBankKandZ,2024-03-15 09:00:15+00:00,mar 15replying to ideabankkandz aliciakeys and 47 others,1.0,0.0,2,Bullish,neutral
Sir Henri & Ekaterina Zubrithskaya-Knuuttila,IdeaBankKandZ,2024-03-15 08:04:34+00:00,mar 15replying to ideabankkandz aliciakeys and 48 others,1.0,0.0,2,Bullish,neutral
Stora Enso,storaenso,2024-03-15 07:46:24+00:00,mar 15president and ceo hans sohlstr m participated in the 6th clean transition dialogue in brussels yesterday focused on forest based bioeconomy meaningful dialogue and collaboration are pivotal in addressing today and tomorrow s societal challenges,0.0,1.0,13,Bearish,positive
Uutisvuoksi,Uutisvuoksi,2024-03-14 07:05:07+00:00,mar 14stora enso ja upm keskeytt v t palkanmaksun sellutehtailla kahvip yt keskusteluissa kuuluu ihmetys ty nantajaa kohtaan ty rauhan piti olla taattu,0.0,0.0,0,Bullish,neutral
Ari Sjöström,AriSjo16017,2024-03-13 20:40:25+00:00,mar 13replying to juhamarjanen,1.0,0.0,23,Bullish,neutral
Timo Lustig,LustigTimo,2024-03-13 18:43:58+00:00,mar 13riku aalto mulkku puhuu ty markkinaselkkauksesta n m ay mafian kusip t ovat itse t m n selkkauksen aiheuttaneet toivottavasti hallitus pysyy lujana upm ja stora enso tulevat sulkemaan tehtaansa suomessa ja toiminta siirtyy kokonaan ulkomaille kiitos ay mafian paskasakin,3.0,7.0,81,Bullish,neutral
Petri Kittilä - 柏圣岩,PKittila,2024-03-13 17:13:03+00:00,mar 13replying to naivapetri,0.0,0.0,1,Bullish,neutral
Heikki,HeikkiMLuoma,2024-03-13 16:46:30+00:00,mar 13replying to halmejus,1.0,0.0,1,Bullish,neutral
Jarno N,jarno_niemela,2024-03-13 16:31:05+00:00,mar 13replying to val qos turjal and 2 others,0.0,0.0,0,Bullish,positive
Sir Henri & Ekaterina Zubrithskaya-Knuuttila,IdeaBankKandZ,2024-03-13 15:07:39+00:00,mar 13replying to ideabankkandz aliciakeys and 48 others,1.0,0.0,2,Bullish,neutral
Etelä-Saimaa,ESaimaa,2024-03-13 14:15:06+00:00,mar 13 eih n t ll kovin hyv t tunnelmat ole upm ja stora enso keskeytt v t palkanmaksun sellutehtailla,0.0,0.0,0,Bullish,neutral
John B,JohnBraien,2024-03-13 13:08:55+00:00,mar 13replying to halliga1026791 and alex79628990,1.0,0.0,0,Bullish,neutral
Tapio Tiihonen,TapioTiihonen,2024-03-13 10:50:40+00:00,mar 13stora enso runs down its fabrics today and tomorrow no salaries after that for example varkaus factory manager katariina nikkinen cannot say how long the factory will be shut down and does not comment on the situation further,0.0,0.0,1,Bullish,negative
jali karjalainen,jalikarjalaine1,2024-03-13 05:49:33+00:00,mar 13ty nantajaliitot palkanmaksun voi katkaista heti jos poliittiset lakot est v t ty nteon stora enso ajaa alas tuotantoaan my s oulussa suunnitelmia alasajosta kaleva,0.0,0.0,0,Bullish,neutral
Savon Sanomat,Savon_Sanomat,2024-03-13 03:12:26+00:00,mar 13yle stora enso keskeytt varkauden pakkauskartonkitehtaan tuotannon lakkojen takia my s palkanmaksu keskeytyy,0.0,0.0,0,Bullish,neutral
haara karvainen,Samuelvonbig,2024-03-12 22:48:23+00:00,mar 12replying to akuahoniemi,0.0,0.0,0,Bullish,neutral
Erika Keski-Korhonen,ErikaKeskiK,2024-03-12 15:26:34+00:00,mar 12nyt sitten muutkin pist m n palkat katkolle niin saadaan koeponnistettua lakkojen oikeutusperusteet tuomioistuimissa stora enso keskeytt palkanmaksun niiss teht viss joissa tuotanto on pys hdyksiss,0.0,4.0,27,Bullish,neutral
Piia Metsähonkala,PiiaMetshonkal3,2024-03-12 14:24:19+00:00,mar 12 my s stora enso ajaa tehtaitaan alas ja keskeytt palkanmaksun tuotanto ajetaan alas ainakin varkauden ja imatran tehtailla lakko,1.0,1.0,6,Bullish,neutral
jali karjalainen,jalikarjalaine1,2024-03-12 13:27:08+00:00,mar 12tehtaat pys htyv t upm stora enso mets group ja kait palkat ei kait juokse kait sitten media kertoi,0.0,0.0,0,Bullish,neutral
Anne-Pauliina Rytkönen,AnneRytkonen,2024-03-12 13:17:08+00:00,mar 12my s stora enso ajaa tehtaitaan alas ja keskeytt palkanmaksun storaenso,0.0,0.0,0,Bullish,neutral
Pasi Hänninen,PasiHnninen4,2024-03-12 13:12:24+00:00,mar 12replying to tommyjb1967 and anneannukka,1.0,0.0,2,Bullish,neutral
Tapio Tiihonen,TapioTiihonen,2024-03-12 13:05:15+00:00,mar 12they run down stora enso s fabrics in varkaus imatra and oulu,0.0,0.0,1,Bullish,negative
jali karjalainen,jalikarjalaine1,2024-03-12 12:54:33+00:00,mar 12my s stora enso ajaa tehtaitaan alas ja keskeytt palkanmaksun pohjois savo yle,0.0,0.0,0,Bullish,neutral
jali karjalainen,jalikarjalaine1,2024-03-12 12:52:41+00:00,mar 12stora enso ajaa tuotantoaan alas lakkojen takia,0.0,0.0,0,Bullish,neutral
jali karjalainen,jalikarjalaine1,2024-03-12 12:51:43+00:00,mar 12yle stora enso keskeytt varkauden pakkauskartonkitehtaan tuotannon lakkojen takia my s palkanmaksu keskeytyy savo savon sanomat,0.0,0.0,0,Bullish,neutral
Veli-Pekka Saarela,veepee1975,2024-03-12 12:30:26+00:00,mar 12sak lopetti taas duunarien palkan maksun sak on valmis taistelemaan viimeisen duunariin omien johtajien vallan takia stora enso ajaa tehtaitaan alas palkanmaksu seis,0.0,0.0,0,Bullish,neutral
Eero Ahtola,EeroAhtola,2024-03-12 12:18:50+00:00,mar 12stora enso ajaa tehtaitaan alas palkanmaksu seis stora enso liittyy tehtaitaan pys ytt vien mets yhti iden joukkoon,8.0,4.0,105,Bullish,neutral
Muovipullo,MrMuovipullo,2024-03-12 12:18:57+00:00,mar 12replying to saxophone harri s b80 and marjo stolt,0.0,0.0,1,Bullish,positive
jali karjalainen,jalikarjalaine1,2024-03-12 11:58:36+00:00,mar 12no stora enso palkanmaksu seis,0.0,0.0,0,Bullish,neutral
Jouko Sjögren,Jokkeri5,2024-03-12 11:45:49+00:00,mar 12miten meni niin kuin omasta mielest elorantaja kokkoismo riku aalto ootte huikeita miehi stora enso ajaa tehtaitaan alas palkanmaksu seis,24.0,27.0,397,Bullish,neutral
Pekka Salmi,salmi_pekka,2024-03-12 11:12:41+00:00,mar 12vuorossa stora enso palkanmaksu seis ja tehtaiden alasajo lakko nyt lakkolaiset voivat k sivarsinauhoilla siirty torille juhlimaan,17.0,22.0,317,Bullish,neutral
Ilta-Sanomat,iltasanomat,2024-03-12 11:06:07+00:00,mar 12stora enso ajaa tehtaitaan alas palkanmaksu seis,9.0,10.0,118,Bullish,neutral
Svenska Yle Nyheter,svenska_yle,2024-03-12 10:58:35+00:00,mar 12stora enso stoppar produktion och utbetalning av l ner,0.0,1.0,4,Bullish,neutral
Antti Kinnunen,kinnunen82,2024-03-12 10:26:36+00:00,mar 12replying to naivapetri and jukste,0.0,0.0,1,Bullish,neutral
Tapio Tiihonen,TapioTiihonen,2024-03-12 10:26:26+00:00,mar 12according to stora enso s head of communications ingrid peura if work is prevented wage payments will also be suspended the company s policy regarding wage payments is consistent in finland,0.0,0.0,1,Bullish,negative
Jukka Holopainen,jukkaholopainen,2024-03-12 10:24:33+00:00,mar 12replying to leppanen antti,0.0,0.0,1,Bullish,neutral
Tapio Tiihonen,TapioTiihonen,2024-03-12 10:23:53+00:00,mar 12stora enso suspends production at the varkaus packaging board mill,0.0,0.0,1,Bullish,negative
Esa Hakarauta,EsaHakarauta,2024-03-12 10:20:12+00:00,mar 12 my s stora enso ajaa tehtaitaan alas ja keskeytt palkanmaksun asiaa lakko lakot ayliike,0.0,1.0,5,Bullish,neutral
tomppa,tomppajo,2024-03-12 10:18:59+00:00,mar 12replying to tomppajo,1.0,0.0,1,Bullish,neutral
Vellu Hakkarainen,HakkarainenVph,2024-03-12 10:18:52+00:00,mar 12replying to jocka,2.0,0.0,1,Bullish,neutral
Helsingin Sanomat,hsfi,2024-03-12 10:06:33+00:00,mar 12lakot stora enso pys ytt varkauden tehtaan tuotannon osia imatran tehtaasta suljetaan palkanmaksu loppuu osalla ty ntekij ist,5.0,0.0,23,Bullish,neutral
Jyri Toikka,ToikkaJyri,2024-03-12 09:52:27+00:00,mar 12my s stora enso ajaa tehtaitaan alas ja keskeytt palkanmaksun nyt voi viel laskea toinen firma onko viides tehdas kohta ei pysty en laskemaan,44.0,46.0,613,Bullish,neutral
Pasi J. Junnila,PasiJJunnila,2024-03-12 09:45:03+00:00,mar 12my s stora enso ajaa tehtaitaan alas ja keskeytt palkanmaksun tuotanto ajetaan alas ainakin varkauden pakkauskartonkitehtaalla ja imatran tehtailla hyv nyt kaikki paikat vaan s ppiin ja yleislakkoa kehiin,5.0,3.0,32,Bullish,neutral
Teppo Raininko,raininko,2024-03-11 13:07:35+00:00,mar 11replying to juhakuusama and nordicteija,0.0,0.0,0,Bullish,neutral
Petri Vanhala,petri_vanhala,2024-03-11 10:16:28+00:00,mar 11replying to romakka,1.0,0.0,4,Bullish,neutral
Olavi Laitala,olavilaitala,2024-03-10 13:18:44+00:00,mar 10tosi hassu juttu tilaajana tornator jonka suurin omistaja on stora enso jonka suurin omistaja on solidium jonka omistaa valtio,0.0,0.0,1,Bullish,neutral
Henri Salmi,Henkka_S,2024-03-10 12:42:21+00:00,mar 10replying to hiilinen,1.0,0.0,0,Bullish,neutral
Samppa Granlund,GranlundSamppa,2024-03-10 11:35:25+00:00,mar 10replying to aana74540982,1.0,0.0,0,Bullish,neutral
Samppa Granlund,GranlundSamppa,2024-03-10 11:31:15+00:00,mar 10liitto teemu sankariyritt j jussiu tornatorin omistaa stora enso ilmarinen ja varma se on julkinen osakeyhti,1.0,0.0,9,Bullish,neutral
Aivars,jungens32,2024-03-10 11:27:22+00:00,mar 10ir k das idejas k p c k dam lielam ra ot jam b tu interesanti latvij att st t savu ra o anu piem ram storaenso var tu ra ot celulozi vai pap ru smurfit kappa var tu ra ot kartonu utt vai liaa ir apkopojusi du inform ciju un sagatavojusi savus ieteikumus vald bai,2.0,0.0,0,Bullish,neutral
Panu Tuhkanen,PanuTuhkanen,2024-03-10 11:26:48+00:00,mar 10replying to timo virta1 and persut,1.0,0.0,1,Bullish,positive
Markku Rautanen,MarkkuRautanen,2024-03-10 09:31:12+00:00,mar 10replying to laurifinest,0.0,0.0,3,Bullish,neutral
Sir Henri & Ekaterina Zubrithskaya-Knuuttila,IdeaBankKandZ,2024-03-10 00:51:39+00:00,mar 10replying to ideabankkandz aliciakeys and 48 others,0.0,0.0,1,Bullish,neutral
Peku Ite,ItePeku,2024-03-09 20:40:31+00:00,mar 9replying to jaopa85 granlundsamppa and irrijarmo,1.0,0.0,0,Bullish,neutral
jali karjalainen,jalikarjalaine1,2024-03-09 15:55:47+00:00,mar 9stora enso suunnittelee sunilan tehtaan ja muiden toimintojen sulkemista saattaa v hent yli tuhat ty ntekij uutissuomalainen etel suomen sanomat,0.0,0.0,0,Bullish,neutral
jali karjalainen,jalikarjalaine1,2024-03-09 15:54:23+00:00,mar 9stora enso ryhtyy sittenkin lomautuksiin oulun tehtaalla samaan aikaan rekrytoinnit uuteen projektiin sujuvat hyvin kaleva,0.0,0.0,0,Bullish,neutral
Ari-Matti Rikkinen,arimattirikki,2024-03-09 11:35:55+00:00,mar 9replying to pbyrokraatti,0.0,0.0,0,Bullish,neutral
Mikko Tanski (hän/hänen),MikkoTanski,2024-03-08 21:10:34+00:00,mar 8replying to jiiviitala,1.0,0.0,3,Bullish,neutral
haara karvainen,Samuelvonbig,2024-03-08 21:01:13+00:00,mar 8replying to koirapartio,0.0,0.0,0,Bullish,neutral
Free Ukraine,sepi1968,2024-03-08 19:43:17+00:00,mar 8replying to pluupaa and pbyrokraatti,1.0,0.0,0,Bullish,neutral
Vjukka,Vjukka1,2024-03-08 19:10:02+00:00,mar 8replying to jocka and janihau77,2.0,0.0,5,Bullish,neutral
Loyd Holliman,Stonewallfire,2024-03-08 16:15:27+00:00,mar 8replying to csfs outreach govofco and 3 others,0.0,0.0,0,Bullish,neutral
Colorado State Forest Service,CSFS_Outreach,2024-03-08 15:48:10+00:00,mar 8 everything that s made from fossil based materials today can be made from a tree tomorrow says amanda west fordham csfs associate director of science and data listen to the latest episode of forests fm govofco coloradodnr storaenso usclimate,1.0,1.0,3,Bullish,neutral
Juha Viitala,JiiViitala,2024-03-08 11:51:08+00:00,mar 8suurista mets yhti ist stora enso sek mets group ovat saaneet sovittua ty ehtosopimukset sen sijaan upm ei ole viel saanut vaan k ynnist muutosneuvottelut mets group ja stora enso ovat investoineet viime aikoina suomeen eli sopiminen selv stikin lis investointeja,14.0,21.0,125,Bullish,neutral
Riikka Purra,ir_rkp,2024-03-08 10:37:22+00:00,mar 8 upm ei ole arvioinut maanantaina k ynnistyv n kuljetusalan lakon vaikutuksia tuotantoonsa mets group kertoi kuljetusalan lakon pakottavan yhti n seisauttamaan tehtaitaan my s stora enso arvioi ett lakolla on vaikutusta tuotantoon,149.0,83.0,1K,Bullish,neutral
Stora Enso Suomi,storaensosuomi,2024-03-08 10:34:56+00:00,mar 8mets teollisuudessa l ytyy paikka jokaiselle hyv kansainv list naistenp iv naistenp iv storaenso,0.0,2.0,17,Bullish,neutral
Sir Henri & Ekaterina Zubrithskaya-Knuuttila,IdeaBankKandZ,2024-03-08 04:15:29+00:00,mar 8replying to ideabankkandz aliciakeys and 46 others,1.0,0.0,0,Bullish,neutral
MarketScreener ES,Marketscreener5,2024-03-07 09:02:26+00:00,mar 7opiniones de los analistas del d a adyen dassault aviation santander iberdrola moncler stora enso unicaja banco,0.0,1.0,2,Bearish,neutral
EuropaWire,europawire,2024-03-07 08:53:18+00:00,mar 7stora enso and seb forge path for forest industry entrepreneurs with innovative financing model,0.0,1.0,0,Bearish,positive
Karjalan prikaati,KarjalanPR,2024-03-06 21:01:19+00:00,mar 6 etel karjala24 karjalanprikaati maasotak ekpelastus pelastusryhm t toteuttivat storaenso teollisuuspalokunnan kanssa yhteistoimintaharjoituksen storaenso imatran tehdasalueella rauniopelastus paikallisturvallisuus pelastusjoukkue karjalanprikaati maavoimat,0.0,3.0,61,Bullish,neutral
Antero Koverola,AKoverola,2024-03-06 18:52:17+00:00,mar 6replying to jarnokoss and aaronkallinen,1.0,0.0,0,Bullish,neutral
Kari Valkonen,KValkonen,2024-03-06 16:36:37+00:00,mar 6replying to anttilindtman,0.0,0.0,4,Bullish,neutral
Teemu Kallio,DigiLapiomies,2024-03-06 14:32:50+00:00,mar 6onnittelut laura t m meni oikeaan osoitteeseen minulla oli ilo ja kunnia ty skennell lauran kanssa viimeiset kaksi ja puolivuotta hankkeessa jota vedin laura on ammattilainen joka haluaa kehitty ja kasvaa eik kaihda uusia haasteita hieno tunnustus storaenso,0.0,0.0,2,Bullish,neutral
akshay dharma,dharma_akshay,2024-03-06 11:38:37+00:00,mar 6high purity lignin market to surpass usd 45 million by 2030 says global market insights inc read more top key players domtar corporation west fraser stora enso oyj metsa group highpuritylignin lignin highpurity,0.0,0.0,0,Bullish,positive
akshay dharma,dharma_akshay,2024-03-06 11:34:28+00:00,mar 6non alcoholic beverage packaging market to hit 94 5 bn by 2032 says global market insights inc read more top key players sonoco products company stora enso oyj o i glass inc nonalcoholic beverage packaging,0.0,0.0,0,Bearish,positive
Cision News,CisionNews,2024-03-06 11:17:08+00:00,mar 6stora enso och seb erbjuder en ny finansieringsmodell f r att locka nya entrepren rer till skogsindustrin,0.0,0.0,0,Bullish,neutral
Pekka Kallio-Mannila,KallioMannila,2024-03-05 17:26:20+00:00,mar 5teimme luonnonhoidon laadun arviointeja vuonna 2023 liki tuhannella hakkuukohteella eri puolella suomea tulosten perusteella mets luonnon monimuotoisuudelle t rke n lahopuun m r saatiin kasvuun hyv suunta ty jatkuu storaenso,0.0,3.0,30,Bullish,neutral
Cision News,CisionNews,2024-03-05 07:07:13+00:00,mar 5stora enso managers transactions thorstr m,0.0,0.0,0,Bullish,neutral
