User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment,sentiment_base
stocktomeapp,stocktomeapp1,2023-03-27 04:44:46+00:00,mar 27 2023 atgff has a strong competitive advantage in the market due to its valuable asset portfolio with potential for significant growth and a 4 5 dividend yield it s an undervalued stock with great potential altagasltd investmentopportunity opinion,1.0,0.0,1.0,Bearish,positive
West Monroe,WestMonroe,2023-03-22 15:11:16+00:00,mar 22 2023replying to westmonroe,1.0,0.0,1.0,Bullish,neutral
Seeking Alpha,SeekingAlpha,2023-03-02 19:10:34+00:00,mar 2 2023 atgff atgaf atlaf altagas ltd atgff q4 2022 earnings call transcript stockmarket business finance,0.0,0.0,0.0,Bearish,neutral
Baystreet.ca,baystreet_ca,2023-03-02 14:58:35+00:00,mar 2 2023stocks in play altagas ltd,0.0,0.0,0.0,Bullish,neutral
Saurav Thakur ,MrSauravThakur,2023-03-02 11:04:01+00:00,mar 2 2023 altagas ltd expects approximately 90 mln of capital investments that were approved in 2022 to rollover and be deployed in early 2023,0.0,0.0,0.0,Bullish,positive
BC Gas Lobbying Bot,BCGasLobbyBot,2023-01-16 20:30:47+00:00,jan 16 2023 fossil fuel lobbying alert on mon december 12 2022 altagas ltd lobbied rob fleming,0.0,2.0,1.0,Bullish,neutral
Saurav Thakur ,MrSauravThakur,2022-12-22 12:32:31+00:00,dec 22 2022 altagas ltd approval positions transaction to close during q1 of 2023,0.0,0.0,0.0,Bullish,neutral
BC Gas Lobbying Bot,BCGasLobbyBot,2022-12-15 20:30:44+00:00,dec 15 2022 fossil fuel lobbying alert on tue november 8 2022 altagas ltd lobbied jennifer horsman,0.0,1.0,4.0,Bullish,neutral
BC Gas Lobbying Bot,BCGasLobbyBot,2022-12-15 20:30:44+00:00,dec 15 2022 fossil fuel lobbying alert on thu november 24 2022 altagas ltd lobbied mark urwin and nathaniel amann blake,0.0,1.0,2.0,Bullish,neutral
BC Gas Lobbying Bot,BCGasLobbyBot,2022-12-15 20:30:44+00:00,dec 15 2022 fossil fuel lobbying alert on thu november 24 2022 altagas ltd lobbied joie warnock,0.0,2.0,3.0,Bullish,neutral
BC Gas Lobbying Bot,BCGasLobbyBot,2022-12-15 20:30:44+00:00,dec 15 2022 fossil fuel lobbying alert on thu november 24 2022 altagas ltd lobbied ellis ross mla for skeena,0.0,1.0,4.0,Bullish,neutral
Stockchase,stockchase,2022-11-19 16:22:55+00:00,nov 19 2022altagas ltd cisco and 21 stock and 3 etf top picks nov 11 17,0.0,0.0,0.0,Bullish,neutral
LiquidityNews,LiquidityNews,2022-11-17 18:11:16+00:00,nov 17 2022 automated ageef altagas ltd red pfd shs ser e preference shares addition new listing effective 2022 11 17 newstock,0.0,0.0,0.0,Bullish,neutral
Finnoexpert,PophaleSamarth,2022-10-29 02:14:49+00:00,oct 29 2022altagas ltd atgff q3 2022 earnings call transcript,0.0,0.0,0.0,Bullish,neutral
Newshare 24,Newshare24,2022-10-29 01:57:13+00:00,oct 29 2022altagas ltd 2022 q3 results earnings call presentation otcmkts atgff,0.0,0.0,0.0,Bullish,neutral
Seeking Alpha,SeekingAlpha,2022-10-29 01:51:15+00:00,oct 29 2022 atgff atgaf atlaf altagas ltd 2022 q3 results earnings call presentation economy business investing,0.0,0.0,0.0,Bullish,neutral
Seeking Alpha,SeekingAlpha,2022-10-29 01:49:17+00:00,oct 29 2022 atgff atgaf atlaf altagas ltd atgff q3 2022 earnings call transcript trading investing finance,0.0,0.0,0.0,Bullish,neutral
Stocks Creamun,StocksCreamun,2022-10-28 15:00:19+00:00,oct 28 2022alert toronto stock exchange altagas ltd ala to 24 35 down 5 47 10 41,0.0,0.0,0.0,Bullish,negative
JennyManyDots,jenstilmanydots,2022-10-22 16:51:26+00:00,oct 22 2022replying to jenstilmanydots,1.0,0.0,1.0,Bullish,neutral
SADIF - Analytics,SADIFAnalytics,2022-10-20 17:00:33+00:00,oct 20 2022rating update for altagas ltd ala,0.0,0.0,0.0,Bullish,neutral
volume ticker,datadili,2022-10-18 05:09:29+00:00,oct 18 2022altagas ltd traded 146 above average volume atgff closed up 3 72,0.0,0.0,1.0,Bullish,positive
BC Gas Lobbying Bot,BCGasLobbyBot,2022-10-17 20:30:46+00:00,oct 17 2022 fossil fuel lobbying alert on mon september 26 2022 altagas ltd lobbied hurrian peyman and shannon goldade,0.0,8.0,9.0,Bullish,neutral
SEC.report,EdgarInsider,2022-10-07 10:17:32+00:00,oct 7 2022sec form 6 k filed by atgff altgf altagas ltd,0.0,0.0,0.0,Bearish,neutral
LiquidityNews,LiquidityNews,2022-09-30 13:10:21+00:00,sep 30 2022 automated altgf altagas ltd preference shares series c canada ca issue called for redemption redemption price us 25 00 per series c share separately from the redemption price the final quarterly dividend of,0.0,0.0,0.0,Bullish,neutral
CutTheCrapInvesting,67Dodge,2022-09-30 09:45:29+00:00,sep 30 2022replying to sbarlow rob,0.0,2.0,4.0,Bullish,neutral
Valerie,lanying24113338,2022-09-27 19:09:38+00:00,sep 27 2022altagas selling alaskan utilities business to trisummit utilities for 1 025 billion calgary altagas ltd says it has signed a deal to sell its alaskan utilities business to trisummit utilities inc for 1 025 billion,0.0,0.0,0.0,Bullish,positive
SADIF - Analytics,SADIFAnalytics,2022-09-16 20:20:10+00:00,sep 16 2022rating update for altagas ltd ala,0.0,0.0,0.0,Bullish,neutral
SEC.report,EdgarInsider,2022-08-23 10:10:00+00:00,aug 23 2022form 6 k recently sec filed atgff altgf altagas ltd,0.0,0.0,0.0,Bullish,neutral
SEC.report,EdgarInsider,2022-08-23 10:09:01+00:00,aug 23 2022alert form 6 k filed with the sec atgff altgf altagas ltd,0.0,0.0,0.0,Bullish,neutral
BC Gas Lobbying Bot,BCGasLobbyBot,2022-08-15 20:30:57+00:00,aug 15 2022 fossil fuel lobbying alert on fri july 8 2022 altagas ltd lobbied jennifer rice mla for north coast and ellis ross mla skeena,0.0,1.0,1.0,Bullish,neutral
MCS,PowerMcs,2022-07-28 20:35:45+00:00,jul 28 2022altagas ltd atgff ceo randy crawford on q2 2022 results earnings call transcript,0.0,0.0,0.0,Bullish,neutral
Seeking Alpha,SeekingAlpha,2022-07-28 20:07:13+00:00,jul 28 2022 atgff ala prb ca atgpf altagas ltd atgff ceo randy crawford on q2 2022 results earnings call transcript investing finance markets,0.0,0.0,0.0,Bearish,neutral
BC Gas Lobbying Bot,BCGasLobbyBot,2022-07-15 20:31:02+00:00,jul 15 2022 fossil fuel lobbying alert on wed june 8 2022 altagas ltd lobbied don d souza and adria fradley,1.0,1.0,3.0,Bullish,neutral
Community Financial,CFinancialNews,2022-07-09 07:09:21+00:00,jul 9 2022raymond james brokers lift earnings estimates for altagas ltd ala markets,0.0,0.0,0.0,Bullish,negative
US Banking News,AmericanBanking,2022-07-09 07:09:20+00:00,jul 9 2022raymond james brokers lift earnings estimates for altagas ltd ala stocks,0.0,0.0,0.0,Bullish,neutral
Stocks Creamun,StocksCreamun,2022-06-17 18:00:22+00:00,jun 17 2022alert toronto stock exchange altagas ltd ala to 24 98 down 5 24 13 42,0.0,0.0,0.0,Bullish,negative
Stocks Creamun,StocksCreamun,2022-06-17 17:00:21+00:00,jun 17 2022alert toronto stock exchange altagas ltd ala to 24 855 down 5 71 12 43,0.0,0.0,0.0,Bullish,negative
Stocks Creamun,StocksCreamun,2022-06-17 16:00:21+00:00,jun 17 2022alert toronto stock exchange altagas ltd ala to 24 82 down 5 84 11 43,0.0,0.0,0.0,Bullish,negative
PenkeTrading.com,PenkeTrading,2022-06-16 02:37:25+00:00,jun 16 2022i found you an oversold rsi relative strength index on the daily chart of altagas ltd is that bullish or bearish ala ala rsi oversold,0.0,0.0,1.0,Bullish,negative
The Globe and Mail,globeandmail,2022-06-03 20:33:05+00:00,jun 3 2022bullish on altagas ltd,0.0,1.0,0.0,Bullish,negative
Underground Infrastructure,UConOnline,2022-05-31 17:13:01+00:00,may 31 2022altagas ltd is selling enstar natural gas to trisummit utilities inc for 800 million the deal includes enstar s associated pipelines and its majority ownership in a gas storage facility alaska utility pipelines naturalgas infrastructure,0.0,0.0,0.0,Bullish,neutral
Nathan,shanzi73338680,2022-05-26 16:56:02+00:00,may 26 2022utilities business to trisummit utilities for 1 025 billion calgary altagas ltd says it has signed a deal to sell its alaskan utilities business to trisummit utilities inc for 1 025 billion,0.0,0.0,1.0,Bullish,positive
CTV News Calgary,CTVCalgary,2022-05-26 15:30:28+00:00,may 26 2022altagas ltd says it has signed a deal to sell its alaskan utilities business to trisummit utilities inc for 1 025 billion,0.0,1.0,7.0,Bullish,positive
LiquidityNews,LiquidityNews,2022-05-04 22:20:12+00:00,may 5 2022 automated atlaf altagas ltd pfd ser k 5 canada issue called for redemption 25 00 per preferred share effective 2022 05 05 stockmarket redemption securities,0.0,0.0,0.0,Bullish,neutral
Ana Lorena Aguilar,Lorena_aguilarm,2022-05-04 16:44:00+00:00,may 4 2022el 2 de mayo iniciaron proceso de listado ante la bmv a trav s del sic 1 eneos holdings inc 2 oneok inc 3 orica ltd 4 tourmaline oil corp 5 mister spex se 6 mitsui co ltd 7 altagas ltd 8 wh group ltd 9 china mengniu dairy company ltd 10 igo show more,0.0,0.0,0.0,Bullish,neutral
Buy-Sell Adviser,BuySellAdviser,2022-05-03 20:00:01+00:00,may 3 2022 altagas ltd tsx ala is a buy utilitiesstock naturalgasutilityassets,0.0,0.0,0.0,Bullish,neutral
Seeking Alpha,SeekingAlpha,2022-04-28 20:25:15+00:00,apr 28 2022 atgff altgf atgaf altagas ltd atgff ceo randy crawford on q1 2022 earnings call transcript stockmarket markets finance,0.0,0.0,0.0,Bearish,neutral
Community Financial,CFinancialNews,2022-04-28 05:19:13+00:00,apr 28 2022analysts set expectations for altagas ltd s q1 2022 earnings ala markets,0.0,0.0,0.0,Bullish,neutral
Ticker Report,TickerReport,2022-04-28 05:18:53+00:00,apr 28 2022analysts set expectations for altagas ltd s q1 2022 earnings ala,0.0,0.0,0.0,Bullish,neutral
BC Gas Lobbying Bot,BCGasLobbyBot,2022-03-16 20:30:52+00:00,mar 16 2022 fossil fuel lobbying alert on wed february 9 2022 altagas ltd lobbied adria fradley and don d souza,0.0,2.0,2.0,Bullish,neutral
BC Gas Lobbying Bot,BCGasLobbyBot,2022-03-15 20:30:55+00:00,mar 15 2022 fossil fuel lobbying alert on wed february 9 2022 altagas ltd lobbied adria fradley and don d souza,0.0,1.0,1.0,Bullish,neutral
Seeking Alpha,SeekingAlpha,2022-03-04 22:05:09+00:00,mar 4 2022 atgff altgf atgaf altagas ltd atgff ceo randall crawford on q4 2021 results earnings call transcript investing stockmarket stocks,0.0,0.0,0.0,Bullish,neutral
Seeking Alpha,SeekingAlpha,2022-03-04 17:58:31+00:00,mar 4 2022 atgff altgf atgaf altagas ltd 2021 q4 results earnings call presentation markets investing finance,0.0,0.0,0.0,Bullish,neutral
LiquidityNews,LiquidityNews,2022-03-02 23:20:09+00:00,mar 3 2022 automated atgpf altagas ltd series a preferred stock canada addition new listing effective 2022 03 02 stocks,0.0,0.0,0.0,Bullish,neutral
alaska news,alaskanews4,2022-02-27 12:13:07+00:00,feb 27 2022altagas ltd tse ala receives buy consensus rating from analysts,0.0,0.0,0.0,Bullish,positive
alaska news,alaskanews4,2022-02-14 08:48:05+00:00,feb 14 2022altagas ltd tse ala is expected to post earnings of 1 70 per share in fiscal 2021,0.0,0.0,0.0,Bullish,neutral
ETF Screener & Stock Picker,ETFsStockPicker,2022-02-14 06:16:15+00:00,feb 14 2022 stocknews altagas ltd tse ala expected to post fy2021 earnings of 1 70 per share,0.0,0.0,0.0,Bullish,neutral
Community Financial,CFinancialNews,2022-02-14 06:15:45+00:00,feb 14 2022altagas ltd ala expected to post fy2021 earnings of 1 70 per share markets,0.0,0.0,0.0,Bullish,neutral
US Banking News,AmericanBanking,2022-02-14 06:15:44+00:00,feb 14 2022altagas ltd ala expected to post fy2021 earnings of 1 70 per share stocks,0.0,0.0,0.0,Bullish,neutral
alaska news,alaskanews4,2022-02-03 14:22:06+00:00,feb 3 2022equity analysts offer predictions for altagas ltd s tse ala q4 2021 earnings,0.0,0.0,0.0,Bullish,neutral
alaska news,alaskanews4,2022-02-02 11:22:04+00:00,feb 2 2022altagas ltd tse ala receives a buy consensus rating from brokerage firms,0.0,0.0,0.0,Bullish,positive
PFD Bot,pfdbot,2022-01-08 07:02:32+00:00,jan 8 2022alaskans own 118 247 shares of altagas ltd worth 2 332 551 22 it s in the utilities industry based in canada,0.0,0.0,0.0,Bullish,neutral
iNews24,iNews24,2021-12-18 09:37:34+00:00,dec 18 2021raymond james stick to their buy rating for altagas ltd,0.0,0.0,0.0,Bullish,neutral
Investing.com News,newsinvesting,2021-12-17 02:00:28+00:00,dec 17 2021rbc capital stick to their buy rating for altagas ltd,0.0,0.0,0.0,Bullish,neutral
Baystreet.ca,baystreet_ca,2021-12-15 16:31:04+00:00,dec 15 2021stocks in play altagas ltd,0.0,0.0,0.0,Bullish,neutral
Baystreet.ca,baystreet_ca,2021-12-03 15:46:08+00:00,dec 3 2021stocks in play altagas ltd,0.0,0.0,0.0,Bullish,neutral
5i Research Inc.,5iresearchdotca,2021-12-03 13:06:10+00:00,dec 3 2021altagas ltd ala raises dividend by 6,0.0,0.0,3.0,Bullish,positive
Seeking Alpha,SeekingAlpha,2021-10-29 23:06:39+00:00,oct 30 2021 atgff altgf atgaf altagas ltd 2021 q3 results earnings call presentation stocks markets business,0.0,0.0,1.0,Bullish,neutral
YYC Happening,YYC_happening,2021-10-12 13:11:27+00:00,oct 12 2021altagas ltd announces monthly dividend yyc,0.0,0.0,0.0,Bullish,neutral
Investing.com News,newsinvesting,2021-09-20 20:15:05+00:00,sep 20 2021bmo capital stick to their buy rating for altagas ltd,0.0,0.0,0.0,Bullish,neutral
Sanjay Jhawar,sanjayjhawar,2021-09-07 15:19:46+00:00,sep 7 2021looking forward to participating in this panel the future of connected work hosted by mcloud technologies corp please join us realwear inc altagas ltd prosaris,0.0,0.0,2.0,Bullish,neutral
Preferred Strategies,BIQuickLaunch,2021-08-30 15:25:02+00:00,aug 30 2021alex groberman of altagas ltd answers the question what is the aa team on our jde customer round table watch here,0.0,1.0,1.0,Bullish,neutral
Investing.com News,newsinvesting,2021-08-02 02:00:26+00:00,aug 2 2021rbc capital stick to their buy rating for altagas ltd,0.0,0.0,0.0,Bullish,neutral
BizToc News,biztocnews,2021-07-30 17:01:12+00:00,jul 30 2021altagas ltd 2021 q2 results altagasltd2021,0.0,0.0,0.0,Bullish,neutral
Seeking Alpha,SeekingAlpha,2021-07-30 16:33:29+00:00,jul 30 2021 atgff altgf atgaf altagas ltd 2021 q2 results earnings call presentation stocks markets trading,0.0,0.0,0.0,Bullish,neutral
SiteFocus,SiteFocusHQ,2021-07-29 20:10:02+00:00,jul 29 2021 atgff earnings intelligence analysis of recent earnings identified altagas ltd otcpk atgff business focus on fractionation growth volumes year over year business growth volume volumes business growth volumes year over year,0.0,0.0,0.0,Bearish,neutral
Seeking Alpha,SeekingAlpha,2021-07-29 19:58:31+00:00,jul 29 2021 atgff altgf atgaf altagas ltd atgff ceo randall crawford on q2 2021 results earnings call transcript stockmarket trading economy,0.0,0.0,0.0,Bullish,neutral
Burnsco,garquake,2021-07-21 10:30:11+00:00,jul 21 2021altagas ltd quarterly results preview ala to,0.0,0.0,6.0,Bullish,neutral
BOE Report,BOEReport,2021-07-12 14:09:01+00:00,jul 12 2021altagas ltd announces monthly dividend,0.0,0.0,0.0,Bullish,neutral
Investing.com News,newsinvesting,2021-07-07 00:15:03+00:00,jul 7 2021td securities stick to their buy rating for altagas ltd,0.0,0.0,0.0,Bullish,neutral
Stockchase,stockchase,2021-06-30 17:22:16+00:00,jun 30 2021autocanada inc altagas ltd and more at 52 week highs amp lows jun 23 29,0.0,0.0,0.0,Bullish,negative
Luke B.,Luke_B011,2021-06-29 09:13:36+00:00,jun 29 2021replying to luke b011,1.0,0.0,0.0,Bullish,neutral
Susan Brunner,spbrunner,2021-06-22 12:29:47+00:00,jun 22 2021i am today talking about altagas ltd stocktrades ca,0.0,0.0,2.0,Bullish,neutral
Marcelo Xavier,drmarceloxavier,2021-06-02 21:00:04+00:00,jun 2 2021altagas ltd tse ala receives c 25 43 average price target from analysts,0.0,0.0,0.0,Bullish,neutral
Nimbus,Nimbus03057021,2021-05-17 08:05:11+00:00,may 17 2021pago de dividendo mensual y yield pembina pipeline 6 5 realty income 4 3 main street capital 6 agree realty 3 7 shaw communications 3 1 riocan 4 4 sl green realty 5 ltc properties 5 7 show more,0.0,0.0,0.0,Bullish,neutral
Seeking Alpha,SeekingAlpha,2021-04-29 20:57:14+00:00,apr 29 2021 atgff altgf atgaf altagas ltd atgff ceo randy crawford on q1 2021 results earnings call transcript finance stocks business,0.0,0.0,0.0,Bullish,neutral
Seeking Alpha,SeekingAlpha,2021-04-29 15:23:48+00:00,apr 29 2021 atgff altgf atgaf altagas ltd 2021 q1 results earnings call presentation markets finance stockmarket,0.0,0.0,0.0,Bullish,neutral
RENX,RENXca,2021-04-27 18:30:00+00:00,apr 27 2021shares in altagas ltd are on the rise after it announced it has sold its u s transportation and storage business for 344 million to focus on its core energy infrastructure operations realestate investment cre,0.0,0.0,0.0,Bullish,positive
CTV News Calgary,CTVCalgary,2021-04-26 19:00:10+00:00,apr 26 2021shares in altagas ltd are on the rise after it announced it has sold its u s transportation and storage business for 344 million to better focus on its core energy infrastructure operations and pay down debt,0.0,1.0,1.0,Bullish,positive
Investing.com News,newsinvesting,2021-04-26 16:15:03+00:00,apr 26 2021rbc capital stick to their buy rating for altagas ltd,0.0,0.0,0.0,Bullish,neutral
Investing.com News,newsinvesting,2021-04-26 10:50:02+00:00,apr 26 2021canaccord genuity stick to their buy rating for altagas ltd,0.0,0.0,0.0,Bullish,neutral
Bullish Trend,trend_bullish,2021-04-20 13:04:35+00:00,apr 20 2021 ala to analysts recommendation altagas ltd cibc raises target price to c 25 from c 24 in response to strong commodity prices,0.0,0.0,2.0,Bullish,positive
