User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment,sentiment_base
Weekly Real Estate News,WeeklyRENews,2023-12-27 16:25:51+00:00,dec 27 2023seattle headquartered weyerhaeuser co nyse wy one of the world s largest private owners of timberlands announced an agreement for the sale of nearly 32 00 forest carbon credits at 29 per credit carboncredits carbondirect maine timberland,0.0,0.0,1.0,Bullish,positive
Kwhen Finance,kwhenfinance,2023-12-26 22:49:56+00:00,dec 26 2023weyerhaeuser co shares approach 52 week high market mover wy stockmarket kwhenfinance,0.0,0.0,0.0,Bullish,positive
"Music Licensing, Inc. (OTC: SONG)",OTC_SONG,2023-12-26 12:25:08+00:00,dec 26 2023 automated song spy tsla analysts opinions are mixed on these real estate stocks sino land co othersnlaf and weyerhaeuser wy qq aapl btc,0.0,0.0,0.0,Bullish,neutral
Kwhen Finance,kwhenfinance,2023-12-22 22:52:40+00:00,dec 22 2023weyerhaeuser co shares close in on 52 week high market mover wy stockmarket kwhenfinance,1.0,0.0,0.0,Bullish,positive
Kwhen Finance,kwhenfinance,2023-12-20 22:51:58+00:00,dec 20 2023weyerhaeuser co shares approach 52 week high market mover wy stockmarket kwhenfinance,0.0,0.0,0.0,Bullish,positive
Polaris,BULLDOZER747,2023-12-20 18:38:41+00:00,dec 20 2023weyerhaeuser co stock rises tuesday outperforms market,0.0,0.0,0.0,Bullish,positive
Kwhen Finance,kwhenfinance,2023-12-19 22:49:10+00:00,dec 19 2023weyerhaeuser co shares close in on 52 week high market mover wy stockmarket kwhenfinance,0.0,0.0,0.0,Bullish,positive
Insider WhalesTrade,Insider_WTrade,2023-12-03 06:23:22+00:00,dec 3 2023 wy spy stockmarkets realestate a senior vice president cfo sold 29k weyerhaeuser co at 31 51 check this out and search wy at,0.0,0.0,0.0,Bearish,neutral
Joe Mason,MoreorLoess,2023-11-07 13:36:34+00:00,nov 7 2023replying to moreorloess,2.0,0.0,1.0,Bullish,neutral
The Sentinel-Record,TheSenRec,2023-10-30 18:00:14+00:00,oct 30 2023weyerhaeuser co bought an entire day of garland county habitat for humanity s women build event this year purchasing 30 vip tickets for its staff to help build two homes for local families at 200 beard st,0.0,0.0,0.0,Bearish,positive
NASCAR Driver News,NASCAR_Drivers,2023-10-26 22:04:13+00:00,oct 27 2023weyerhaeuser co wy reports q3 2023 earnings a comprehensive summary,0.0,0.0,0.0,Bullish,neutral
iNews24,iNews24,2023-10-26 21:47:31+00:00,oct 26 2023weyerhaeuser co q3 profit drops inline with estimates afx,0.0,0.0,0.0,Bullish,negative
dailycapitalupdate,dailycapupdate,2023-10-25 21:00:02+00:00,oct 25 2023replying to dailycapupdate,0.0,0.0,0.0,Bullish,neutral
Law360,Law360,2023-10-02 17:40:11+00:00,oct 2 2023the u s supreme court rejected georgia pacific s effort to overturn the sixth circuit s holding that international paper co and weyerhaeuser co aren t liable for any part of 49 million in cleanup costs at a michigan superfund site,0.0,0.0,1.0,Bullish,negative
WisDOT Northwest Region,WisDOTnorthwest,2023-10-16 19:00:01+00:00,oct 16 2023rusk co a resurfacing project on us 8 from cedar swamp road southwest of weyerhaeuser to the chippewa river in bruce has been completed giving motorists a smooth ride work also included replacing culverts completing shoulder work and placing new pavement markings,0.0,1.0,4.0,Bullish,positive
THE FOOD TIMES,thefoodtimes,2023-10-25 16:42:24+00:00,oct 25 2023replying to thefoodtimes,0.0,0.0,0.0,Bullish,neutral
42nd State,listguy,2023-09-28 21:47:53+00:00,sep 28 2023this week s featured northwest book deep in the woods 2021 by bryanrjohnston is a true crime story about the 1935 tacoma kidnapping of the 9yo heir to the weyerhaeuser co and the investigation recovery manhunt that followed it s written in a dramatized day to day format,1.0,0.0,1.0,Bullish,neutral
Andr Gottuighu,ARGetting,2023-09-25 07:06:03+00:00,sep 25 2023weyerhaeuser co v wyatt 505 f 3d 1104 casetext search citator,0.0,0.0,0.0,Bullish,neutral
Panel World Magazine,panelworldmag,2023-09-20 14:13:38+00:00,sep 20 2023weyerhaeuser co and firefighter behavioral health alliance announced an expanded partnership on fighting fires together a campaign that provides support for wildland firefighters and their families read more,0.0,0.0,0.0,Bullish,positive
Insider Filing Updates (US),FilingInsider,2023-09-14 18:00:57+00:00,sep 14 2023 wy weyerhaeuser co merle denise m senior vice president sold 7500 shares at average price 32 29 share reported on 09 13 2023,0.0,0.0,0.0,Bullish,neutral
Insider Filing Updates (US),FilingInsider,2023-09-14 18:00:23+00:00,sep 14 2023 wy weyerhaeuser co keatley travis a senior vice president sold 1593 shares at average price 32 29 share reported on 09 13 2023,0.0,0.0,0.0,Bullish,neutral
Insider Trading,insidertra,2023-09-14 17:56:24+00:00,sep 14 2023 wy weyerhaeuser co merle denise m senior vice president sold shares valued at 242152 usd date 2023 09 13 5 08 posted 2023 09 14t13 55 45,0.0,0.0,0.0,Bullish,neutral
tikerly,TikerlyCharts,2023-09-06 03:09:01+00:00,sep 6 2023negative move to stage 4 ppg ppg industri sep 5 stage 4 wy weyerhaeuser sep 5 stage 4 clx clorox co sep 5 stage 4 stageanalysis,0.0,0.0,0.0,Bullish,neutral
Franco Loperfido,LoperfidoFranco,2023-08-26 16:49:24+00:00,aug 26 2023replying to loperfidofranco,1.0,0.0,1.0,Bullish,neutral
jlee,canidae_jlee2,2023-08-03 04:22:13+00:00,aug 3 2023weyerhaeuser co built a road into a candidate old growth deferral in feb 2023 logged 5 ha of the forest in july 2023 region thompson okanagan natural resource region via standearth,0.0,0.0,0.0,Bullish,neutral
Law360 Real Estate Authority,RealEstLaw360,2023-07-31 18:00:45+00:00,jul 31 2023executives of the seattle based timber giant weyerhaeuser co said that strong demand from home builders is buoying need for timber products in the u s,0.0,0.0,0.0,Bullish,positive
SteelOvaries,TheSteelOvaries,2023-07-17 23:43:22+00:00,jul 18 2023replying to conceptualjames,0.0,0.0,0.0,Bullish,neutral
BAFFC,BAFFC,2023-07-17 18:39:49+00:00,jul 17 2023weyerhaeuser v burlington 5thcir affirms dismissal of cgl insurers in suit for defense indemnity parent co not named insured subsidiary not named in underlying suits no relief under lalaw via reformation or 3d party beneficiary appellatetwitter,0.0,1.0,0.0,Bearish,neutral
IEMBot MPX,iembot_mpx,2023-07-11 02:15:18+00:00,jul 11 2023 automatedat 6 10 pm cdt 5 ese weyerhaeuser rusk co wi public reports hail of quarter size e1 00 inch photo relayed via twitter,0.0,0.0,0.0,Bullish,neutral
IEMBot MPX,iembot_mpx,2023-07-10 23:19:14+00:00,jul 11 2023 automatedat 6 08 pm cdt 4 e weyerhaeuser rusk co wi public reports hail of quarter size e1 00 inch,0.0,0.0,0.0,Bullish,neutral
WisDOT Northwest Region,WisDOTnorthwest,2023-07-07 13:30:00+00:00,jul 7 2023rusk co construction starts monday on a project resurfacing us 8 from cedar swamp road southwest of weyerhaeuser to the chippewa river in bruce us 8 will remain open to traffic but motorists will encounter lane closures controlled by flagging,0.0,0.0,0.0,Bullish,negative
𝕁𝕦𝕝𝕚𝕒 𝔻𝕠𝕦𝕘𝕙𝕥𝕪,julia_doughty,2023-07-03 16:55:46+00:00,jul 3 2023georgia usa biggest private landowner is plum creek which merged with weyerhaeuser willamette industries was a fortune 500 forest products co based in portland or founded in 1906 in 2002 purchased by competitor weyerhaeuser of federal way wa in a hostile buyout gapol,0.0,0.0,0.0,Bullish,neutral
セルディト,stockinfo2110,2023-06-28 19:00:01+00:00,jun 28 2023 04 00 1 carnival corp 2 norwegian cruise line holdings ltd 3 generac holdings inc 4 weyerhaeuser co 1 general mills inc 2 j m smucker show more,0.0,0.0,0.0,Bullish,neutral
Insider Trading,insidertra,2023-06-02 19:33:00+00:00,jun 2 2023 wy weyerhaeuser co merle denise m senior vice president sold shares valued at 163207 usd date 2023 06 01 3 69 posted 2023 06 02t15 32 23,0.0,0.0,0.0,Bullish,neutral
GTM360,GTM360,2023-05-08 10:30:19+00:00,may 8 2023 look at all the trees that they don t chop down a tree in the forest captures carbon but it might fall and decay and release that carbon better cut it down quickly to prevent that matt levine dumb and juvenile but shifting baseline works for weyerhaeuser co,0.0,0.0,0.0,Bearish,neutral
Market Newswire,Market_Newswire,2023-04-27 20:37:16+00:00,apr 27 2023 wy sec filing 8 k earnings weyerhaeuser co 00106535 april 27,0.0,0.0,0.0,Bullish,neutral
Saurav Thakur ,MrSauravThakur,2023-04-27 20:31:00+00:00,apr 27 2023 weyerhaeuser co sees q2 earnings and adjusted ebitda will be approximately 20 mln lower than q1,0.0,0.0,0.0,Bullish,negative
Eugene Parmesan,eugeneparm,2023-04-19 18:24:57+00:00,apr 19 2023replying to sentuberville,1.0,0.0,0.0,Bullish,neutral
Ketharaman Swaminathan,s_ketharaman,2023-04-19 14:02:01+00:00,apr 19 2023 look at all the trees that they don t chop down a tree in the forest captures carbon but it might fall and decay and release that carbon better cut it down quickly to prevent that matt levine dumb and juvenile but shifting baseline works for weyerhaeuser co,0.0,0.0,0.0,Bullish,neutral
Ryan Walters is a spineless weasel,voxpopulihomies,2023-04-19 13:18:25+00:00,apr 19 2023replying to indepthwithdeon,0.0,0.0,2.0,Bullish,neutral
Climate Scam,ClimateScam,2023-04-17 19:33:35+00:00,apr 17 2023carbon credits climate scam weyerhaeuser produces 950 k miles of lumber year could cover nyc in wood panels the co takes 11 mil tons of carbon credits from those products its natural climate solutions unit scrubs their books how does that work more to come climatescam,3.0,21.0,62.0,Bearish,neutral
Jason Garcia,Jason_Garcia,2023-04-07 15:28:20+00:00,apr 7 2023replying to jason garcia,1.0,1.0,4.0,Bullish,neutral
Market Newswire,Market_Newswire,2023-03-29 20:41:00+00:00,mar 29 2023 wy sec filing 8 k reg fd weyerhaeuser co 00106535 march 29,0.0,0.0,0.0,Bullish,neutral
Saurav Thakur ,MrSauravThakur,2023-03-29 18:41:00+00:00,mar 29 2023 weyerhaeuser co estimate that 2022 ceo to median employee pay ratio is 176 1,0.0,0.0,0.0,Bullish,negative
TheLayoffBot,TheLayoffBot,2023-03-21 11:58:00+00:00,mar 21 2023weyerhaeuser co visitors are discussing potential and or actual layoffs at weyerhaeuser co see the discussion at weyerhaeuserco wy layoff layoffs jobcuts thelayoff rifs generalindustrials federalway wa washington,0.0,0.0,0.0,Bullish,negative
Saurav Thakur ,MrSauravThakur,2023-03-15 20:37:30+00:00,mar 15 2023 weyerhaeuser credit agreement replaces co s existing 1 5 bln 5 year senior unsecured revolving credit facility agreement dated as of jan 29 2020,0.0,0.0,0.0,Bullish,positive
Saurav Thakur ,MrSauravThakur,2023-03-15 20:37:00+00:00,mar 15 2023 weyerhaeuser co credit agreement will expire in march 2028,0.0,0.0,0.0,Bullish,neutral
Saurav Thakur ,MrSauravThakur,2023-03-15 20:36:30+00:00,mar 15 2023 weyerhaeuser co on march 13 co entered into new 1 5 billion five year senior unsecured revolving credit facility agreement with lenders,0.0,0.0,0.0,Bullish,positive
Clint Fischer,clintwfischer,2023-03-10 05:08:33+00:00,mar 10 2023replying to clintwfischer,1.0,0.0,0.0,Bullish,neutral
Insider Trading,insidertra,2023-03-03 21:52:10+00:00,mar 3 2023 wy weyerhaeuser co stockfish devin w sold shares valued at 275312 usd date 2023 03 01 posted 2023 03 03t16 51 38,0.0,0.0,0.0,Bullish,neutral
Market Newswire,Market_Newswire,2023-03-03 21:22:42+00:00,mar 3 2023 wy sec filing 8 k reg fd weyerhaeuser co 00106535 march 03,0.0,0.0,0.0,Bullish,neutral
Aldo Lema - Uruguay,AldoLema_uy,2023-02-19 09:30:39+00:00,feb 19 2023radiograf a del sector forestal uruguayo en medio del anuncio de lumin ex weyerhaeuser de su inversi n de us 136 millones para una planta de tableros cerca de melo nota de nicolaslussich en ruraleselpaisuy,4.0,7.0,26.0,Bullish,positive
Insider Trading,insidertra,2023-02-16 01:34:49+00:00,feb 16 2023 wy weyerhaeuser co merle denise m sold shares valued at 262728 usd date 2023 02 13 posted 2023 02 15t20 33 37,0.0,0.0,0.0,Bullish,neutral
Insider Trading,insidertra,2023-02-16 01:32:08+00:00,feb 16 2023 wy weyerhaeuser co o rear keith sold shares valued at 416867 usd date 2023 02 13 posted 2023 02 15t20 31 11,0.0,0.0,0.0,Bullish,neutral
Insider Trading,insidertra,2023-02-16 01:26:44+00:00,feb 16 2023 wy weyerhaeuser co stockfish devin w sold shares valued at 1605793 usd date 2023 02 14 posted 2023 02 15t20 26 02,0.0,0.0,0.0,Bullish,neutral
Insider Trading,insidertra,2023-02-16 01:21:35+00:00,feb 16 2023 wy weyerhaeuser co harlan kristy t sold shares valued at 285570 usd date 2023 02 13 posted 2023 02 15t20 20 46,0.0,0.0,0.0,Bullish,neutral
Insider Trading,insidertra,2023-02-16 01:15:30+00:00,feb 16 2023 wy weyerhaeuser co hagen russell s sold shares valued at 422586 usd date 2023 02 13 posted 2023 02 15t20 14 37,0.0,0.0,0.0,Bullish,neutral
Grufity.com,grufityreports,2023-02-13 23:13:18+00:00,feb 14 2023blackrock inc reports 8 0 stake in wy weyerhaeuser co state street corp reports 6 69 stake in trow price t rowe gr baszucki david reports 10 4 stake in rblx roblox corp 8 9,0.0,0.0,0.0,Bearish,neutral
tikerly,TikerlyCharts,2023-02-11 08:18:49+00:00,feb 11 2023weyerhaeuser co wy feb 10 stage 1 the macd line crossed below the signal line a negative trend check the charts here tikerly charts stageanalysis,0.0,0.0,0.0,Bullish,negative
Insider Trading,insidertra,2023-02-09 21:59:27+00:00,feb 9 2023 wy weyerhaeuser co stockfish devin w sold shares valued at 435565 usd date 2023 02 08 posted 2023 02 09t16 58 51,0.0,0.0,0.0,Bullish,neutral
Insider Trading,insidertra,2023-02-09 21:49:52+00:00,feb 9 2023 wy weyerhaeuser co o rear keith sold shares valued at 112169 usd date 2023 02 07 posted 2023 02 09t16 49 10,0.0,0.0,0.0,Bullish,neutral
Insider Trading,insidertra,2023-02-09 21:33:34+00:00,feb 9 2023 wy weyerhaeuser co hagen russell s sold shares valued at 118368 usd date 2023 02 07 posted 2023 02 09t16 32 42,0.0,0.0,0.0,Bullish,neutral
Mike Lindsay,mookatron,2023-02-06 22:29:53+00:00,feb 6 2023if star wars had been produced by weyerhaeuser co,1.0,0.0,0.0,Bullish,neutral
Insider Updates,Ins1derUpdates,2023-02-06 22:18:05+00:00,feb 6 2023replying to ins1derupdates,0.0,0.0,0.0,Bullish,neutral
セルディト,stockinfo2110,2023-02-06 15:00:02+00:00,feb 6 2023 00 00 1 catalent inc 2 align technology inc 3 tesla inc 4 enphase energy inc 1 tyson foods inc cl a 2 pool corp 3 newmont corp 4 show more,0.0,0.0,0.0,Bearish,neutral
ANNETTE WALKER,ANNETTE28696387,2023-02-01 23:37:03+00:00,feb 2 2023fbi search of biden s rehoboth beach home yields no documents with classified markings attorney says cbs news the fbi is going after who stole and was hiding the davis bros lumber co heirs louisiana nevada georgia travis stuart weyerhaeuser,0.0,0.0,0.0,Bullish,neutral
Pensions & Investments,pensionsnews,2023-01-27 22:00:19+00:00,jan 27 2023weyerhaeuser co purchased a group annuity contract from an insurer to transfer 420m in canadian pension plan liabilities,0.0,0.0,0.0,Bullish,positive
Tako,tbone1819,2023-01-27 15:15:46+00:00,jan 27 2023 wy weyerhaeuser co has been putting in a good january lumber,0.0,0.0,0.0,Bullish,positive
Royal Newsfeed,RoyalNewsfeed,2023-01-26 22:21:05+00:00,jan 26 2023 automatedweyerhaeuser co q4 profit decreases but beats estimates news stocks stockmarketnews,0.0,0.0,0.0,Bullish,negative
iNewsFX,iNewsFX,2023-01-26 22:17:55+00:00,jan 26 2023weyerhaeuser co q4 profit decreases but beats estimates,0.0,0.0,0.0,Bullish,negative
Saurav Thakur ,MrSauravThakur,2023-01-26 21:40:04+00:00,jan 26 2023 weyerhaeuser co qtrly net earnings per diluted share before special items 0 24,0.0,0.0,0.0,Bullish,neutral
Saurav Thakur ,MrSauravThakur,2023-01-26 21:38:00+00:00,jan 26 2023 weyerhaeuser co q4 shr view 0 18 rev view 1 93 bln refinitiv ibes data,0.0,0.0,0.0,Bullish,neutral
Saurav Thakur ,MrSauravThakur,2023-01-26 21:37:30+00:00,jan 26 2023 weyerhaeuser co q4 sales 1 8 bln,0.0,0.0,0.0,Bullish,neutral
Market Newswire,Market_Newswire,2023-01-26 21:36:09+00:00,jan 26 2023 wy sec filing 8 k earnings weyerhaeuser co 00106535 january 26,0.0,0.0,0.0,Bullish,neutral
Alejandro Padilla,alexpadillasan,2023-01-26 12:44:23+00:00,jan 26 2023replying to alexpadillasan,1.0,0.0,0.0,Bullish,neutral
Análisis Banorte,Analisis_Fundam,2023-01-26 12:39:48+00:00,jan 26 2023replying to analisis fundam,0.0,0.0,1.0,Bullish,neutral
IVolatility.com,ivolatility,2023-01-24 12:53:54+00:00,jan 24 2023 highest day over day iv30 change reading weyerhaeuser co wy this means this stock has seen the largest day over day increase in implied volatility within the s p 500 this also means option premiums are increasing and the stock could merit further analysis,0.0,1.0,3.0,Bullish,positive
Nikolaos Chytiris,NikolaosChytir1,2023-01-22 23:01:42+00:00,jan 23 2023earnings vol iv jan 25 lam research corporation 2q expected 9 95 lrcx jan 26 mastercard 4q expected 2 57 ma northrop grumman corp 4q expected 6 59 noc weyerhaeuser co 4q expected 0 20 wy tractor supply co 4q expected 2 36 tsco visa inc 1q expected 2 02 v,0.0,0.0,1.0,Bearish,neutral
tikerly,TikerlyCharts,2023-01-21 04:12:33+00:00,jan 21 2023weyerhaeuser co wy jan 20 stage 4 high volumes 18 341 419 bulls a positive trend check the charts here tikerly charts stageanalysis,0.0,0.0,0.0,Bullish,neutral
ANNETTE WALKER,ANNETTE28696387,2023-01-12 14:16:50+00:00,jan 12 2023replying to annette28696387,1.0,0.0,1.0,Bullish,neutral
stocksoftheday,stocksoftheday1,2023-01-10 21:31:03+00:00,jan 10 2023 wy weyerhaeuser co is falling fast it s down 1 78 today,0.0,0.0,0.0,Bullish,negative
Market Newswire,Market_Newswire,2022-12-21 21:37:54+00:00,dec 21 2022 wy sec filing 8 k reg fd weyerhaeuser co 00106535 december 21,0.0,0.0,0.0,Bullish,neutral
IEMBot MPX,iembot_mpx,2022-12-15 14:45:42+00:00,dec 15 2022 automatedat 8 00 am cst weyerhaeuser rusk co wi public reports snow of 10 50 inch,0.0,0.0,0.0,Bullish,neutral
AFPA,albertaforests,2022-12-07 20:33:47+00:00,dec 7 2022our 3rd podcast episode biologist forester award winner is live listen to weyerhaeuser director wendy crosina recent winner of fpac apfc s womeninforestry award chat about her journey experience in forestry listen to the full podcast,0.0,4.0,10.0,Bearish,neutral
Football Is Life,urinoir_co_ltd,2022-11-28 21:49:48+00:00,nov 28 2022shell lake vs chetek weyerhaeuser wisconsin high school basketball live stream the chetek weyerhaeuser chetek wi varsity basketball team has a home non conference game vs shell lake wi today 5 30p,0.0,0.0,0.0,Bearish,neutral
UltimateBlackbox,hftblackbox,2022-11-25 23:35:04+00:00,nov 26 2022weyerhaeuser co stock outperforms market on strong trading day marketwatch,0.0,0.0,0.0,Bullish,positive
fRI Research,fRIresearch,2022-11-21 22:58:38+00:00,nov 21 2022replying to friresearch,1.0,0.0,4.0,Bullish,neutral
Communist Stock Analysis,communiststocks,2022-11-21 07:00:43+00:00,nov 21 2022weyerhaeuser co wy quote wy was up on fri nov 18 closed at 32 27 usd for a 0 78 gain from previous close analysis weyerhaeuser co should be nationalized,0.0,0.0,0.0,Bullish,positive
ForksTalk,TalkForks,2022-11-17 14:51:37+00:00,nov 17 2022forkstalk newswatch wood products market trends and forecast report 2022 2031 by types applications regions and players weyerhaeuser company west fraser timber co ltd canfor celulosa arauco y constituci n interfor avail a limited period,0.0,0.0,0.0,Bullish,neutral
Market Newswire,Market_Newswire,2022-11-14 21:37:02+00:00,nov 14 2022 wy sec filing 8 k reg fd weyerhaeuser co 00106535 november 14,0.0,0.0,0.0,Bullish,neutral
Rama Chari TBRC,ramacharitbrc,2022-11-09 05:58:14+00:00,nov 9 2022the major players in the wood processing market are west fraser timber co ltd canfor weyerhaeuser interfor georgia pacific paper plastics rubber wood textile sawmills woodpreservation,0.0,0.0,0.0,Bullish,neutral
Carbon Credit Research,CarbonCreditRes,2022-10-29 17:06:04+00:00,oct 29 2022weyerhaeuser co management s discussion and analysis of fina carboncredit carbonneutral netzero carbonfarming carboncapture carbonmarket cleanenergy,0.0,0.0,0.0,Bullish,neutral
Modellbau,ModellbauT,2022-10-29 08:01:02+00:00,oct 29 2022rivarossi h0 hr2414 heisler dampflok weyerhaeuser timber co dcc sound ch19207 ebay,0.0,0.0,0.0,Bullish,neutral
Market Newswire,Market_Newswire,2022-10-27 20:19:37+00:00,oct 27 2022 wy sec filing 8 k earnings weyerhaeuser co 00106535 october 27,0.0,0.0,0.0,Bullish,neutral
Communist Stock Analysis,communiststocks,2022-10-27 23:01:25+00:00,oct 28 2022weyerhaeuser co wy quote wy was up on thu oct 27 closed at 31 01 usd for a 0 16 gain from previous close analysis weyerhaeuser co should be nationalized,0.0,0.0,0.0,Bullish,positive
주식-BOT,TtwStockBot,2022-10-28 20:26:09+00:00,oct 28 2022022 10 29 5 26 03 weyerhaeuser co eps nasdaq btc,0.0,0.0,0.0,Bullish,neutral
Communist Stock Analysis,communiststocks,2022-10-05 06:01:02+00:00,oct 5 2022weyerhaeuser co wy quote wy was up on tue oct 04 closed at 29 89 usd for a 1 77 gain from previous close analysis weyerhaeuser co should be nationalized,0.0,0.0,0.0,Bullish,positive
Communist Stock Analysis,communiststocks,2022-10-03 14:00:42+00:00,oct 3 2022weyerhaeuser co wy quote wy is up on mon oct 03 currently at 29 18 usd for a 2 17 gain from previous close analysis weyerhaeuser co should be nationalized,0.0,0.0,0.0,Bullish,positive
stocksoftheday,stocksoftheday1,2022-09-30 21:30:59+00:00,sep 30 2022 wy weyerhaeuser co saw an increase of 2 92 today,0.0,0.0,0.0,Bullish,positive
Kwhen Finance,kwhenfinance,2022-09-30 17:33:33+00:00,sep 30 2022weyerhaeuser co shares approach 52 week low market mover wy stockmarket kwhenfinance,0.0,0.0,1.0,Bullish,negative
Acquirer’s Multiple®,acquirersx,2022-09-29 05:19:36+00:00,sep 29 2022the worst return in the acquirers multiple large cap screener midweek is wy weyerhaeuser co down 2 8 percent to 28 19,0.0,0.0,1.0,Bullish,negative
𝕁𝕦𝕝𝕚𝕒 𝔻𝕠𝕦𝕘𝕙𝕥𝕪,julia_doughty,2022-09-28 21:18:24+00:00,sep 28 2022georgia s biggest private landowner is plum creek which merged with weyerhaeuser willamette industries was a fortune 500 forest products co based in portland or founded in 1906 in 2002 it was purchased by competitor weyerhaeuser of federal way wa in a hostile buyout,1.0,3.0,1.0,Bullish,neutral
Market Newswire,Market_Newswire,2022-09-28 20:47:22+00:00,sep 28 2022 wy sec filing 8 k reg fd weyerhaeuser co 00106535 september 28,0.0,0.0,0.0,Bullish,neutral
Kwhen Finance,kwhenfinance,2022-09-28 18:11:44+00:00,sep 28 2022weyerhaeuser co shares close in on 52 week low market mover wy stockmarket kwhenfinance,0.0,0.0,0.0,Bullish,negative
LinkeWire News,linkewire,2022-09-28 10:02:26+00:00,sep 28 2022plywood market industry size current trend competition growth and future demands weyerhaeuser company eksons corp bhd roseburg forest products co uniply industries ltd boise cascade llc,0.0,0.0,0.0,Bullish,neutral
Communist Stock Analysis,communiststocks,2022-09-25 04:01:31+00:00,sep 25 2022weyerhaeuser co wy quote wy was down on fri sep 23 closed at 28 99 usd for a 1 43 loss from previous close analysis weyerhaeuser co should be nationalized,0.0,0.0,0.0,Bullish,negative
Kwhen Finance,kwhenfinance,2022-09-24 17:01:14+00:00,sep 24 2022weyerhaeuser co shares close in on 52 week low market mover wy stockmarket kwhenfinance,0.0,0.0,0.0,Bullish,negative
Portland Jobs with Justice,JwJpdx,2022-09-23 17:38:34+00:00,sep 23 2022the ceo of weyerhaeuser devin stockfish made 12 3m last year while asking workers to take unacceptable cuts please come out to support the fighting machinists as they strike against corporate greed dobetterdevin sign up to join the line below,0.0,0.0,1.0,Bullish,neutral
Kwhen Finance,kwhenfinance,2022-09-22 18:22:54+00:00,sep 22 2022weyerhaeuser co shares near 52 week low market mover wy stockmarket kwhenfinance,0.0,0.0,0.0,Bullish,negative
Piri Ikkita,IkkitaPiri,2022-09-21 14:46:30+00:00,sep 21 2022 rt kwhenfinance weyerhaeuser co shares close in on 52 week low market mover wy stockmarket kwhenfinance,0.0,0.0,0.0,Bearish,negative
Kwhen Finance,kwhenfinance,2022-09-21 14:45:49+00:00,sep 21 2022weyerhaeuser co shares close in on 52 week low market mover wy stockmarket kwhenfinance,0.0,0.0,0.0,Bullish,negative
stocksoftheday,stocksoftheday1,2022-09-20 21:30:55+00:00,sep 20 2022 wy weyerhaeuser co is falling fast it s down 5 96 today,0.0,0.0,0.0,Bullish,negative
セルディト,stockinfo2110,2022-09-20 15:00:01+00:00,sep 20 2022 00 00 1 wynn resorts ltd 2 las vegas sands corp 3 moderna inc 4 humana inc 1 ford motor co 2 show more,0.0,0.0,0.0,Bearish,neutral
