User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment,sentiment_base
CommSec,CommSec,2024-03-25 01:05:26+00:00,mar 25fortescue fmg gained as much as 5 2 to touch its highest level since march 8 shares of rio tinto rio and bhp group bhp gained as much as 1 4 and 1 1 respectively,0.0,2,5,Bullish,positive
CommSec,CommSec,2024-03-25 00:53:23+00:00,mar 25here are the most traded stocks by commsec clients last week bhp group has retained the top spot asx asx200,0.0,3,4,Bullish,neutral
Kalkine Media Australia,kalkineau,2024-03-24 07:30:00+00:00,mar 24with a median pricetoearnings p e ratio of approximately 19x in australia one might not find bhpgroup limited s asx bhp p e ratio of 19 1x particularly remarkable here s what you need to know stockperformance asx peratio,0.0,0,0,Bullish,neutral
John,PlasteredJohn,2024-03-23 16:19:55+00:00,mar 23global mining industry faces trust deficit despite being asked to produce more metals for energy transition albemarle nyse alb bhp group nyse bhp,0.0,0,0,Bullish,negative
Bergfahrten ,bergfahrten,2024-03-23 11:35:26+00:00,mar 23re check dividenden 2022 bhp group inkl sonderdividende und 3m mit quartalsaussch ttung p a 1 teur,1.0,0,17,Bearish,neutral
TimBukOne,TimBukOne,2024-03-21 06:02:13+00:00,mar 21 jse trading stats 20 03 2024 oldmutual naspers bhpgroup growthpoint prosus anheuserbusch,0.0,1,0,Bullish,neutral
hasanak vazer,Hasanak_Vazer,2024-03-21 04:42:12+00:00,mar 21replying to ehsanviews1,0.0,0,0,Bullish,neutral
CommSec,CommSec,2024-03-21 01:26:13+00:00,mar 21miners rose 0 7 as iron ore futures extended gains for a third straight session on hopes of better demand from china mining behemoths bhp group bhp rio tinto rio and fortescue fmg were all trading in the green,0.0,1,0,Bullish,positive
DividendValueBuilder,KenFaulkenberry,2024-03-21 00:02:46+00:00,mar 21top basic materials stocks within each dividend value builder risk stability grades symbol company name risk stability grade yield none a lin linde plc b 1 2 rio tinto plc adr c 7 0 bhp bhp group c 5 3 vale vale adr d 14 2 ntr nutrien show more,1.0,2,5,Bullish,neutral
TechSignals,techsignalsbot,2024-03-20 13:45:24+00:00,mar 20replying to techsignalsbot,0.0,0,0,Bullish,neutral
TRADINGLOUNGE,TradingLounge,2024-03-20 06:08:38+00:00,mar 20asx bhp group limited bhp 1d chart details the short term outlook differs from the broader context suggesting that bhp may rise higher before resuming its downward trajectory analyst hua shane cuong bhpgroup elliottwave asx analysis,1.0,1,0,Bearish,neutral
TimBukOne,TimBukOne,2024-03-20 06:02:19+00:00,mar 20 jse trading stats 19 03 2024 sibanyestillwater naspers bhpgroup premiergroup richemont anheuserbusch,1.0,0,0,Bullish,neutral
CommSec,CommSec,2024-03-20 01:45:22+00:00,mar 20miners edged 0 1 higher with iron prices to a near one week high bhp group bhp rio tinto rio and fortescue fmg rose 0 4 0 6 and 1 3 respectively,0.0,1,12,Bullish,positive
ZoomStocks Markets,ZSMarkets,2024-03-19 07:18:17+00:00,mar 19 australia stocks movers shakers it stocks gain as aucloud raises capital wisetecglobal 0 7 reagroup 1 2 mining stocks emerge as top gainers bhpgroup 2 8 riotinto 2 5 show more,1.0,1,0,Bearish,positive
TimBukOne,TimBukOne,2024-03-19 06:04:18+00:00,mar 19 jse trading stats 18 03 2024 redefineproperties naspers bhpgroup sibanyestillwater angloamerican anheuserbusch,1.0,0,0,Bullish,neutral
CommSec,CommSec,2024-03-19 01:11:26+00:00,mar 19miners led gains rising 0 5 as iron prices rebounded on positive data from top consumer china mining giants bhp group bhp rio tinto rio and fortescue fmg climbed between 0 7 and 0 8,0.0,1,2,Bullish,positive
CommSec,CommSec,2024-03-18 01:35:37+00:00,mar 18bhp group bhp sees that 30 of australian nickel mines have been closed with 30 more under pressure because of low prices outgoing chief financial officer david lamont said on monday,0.0,5,14,Bullish,negative
Day Trading Academy,DTradingAcademy,2024-03-18 01:13:27+00:00,mar 18the world s largest miner bhp group ltd has taken a 25 of its workers constructing its west musgrave copper nickel project in western australia according to a report from the australian financial review the workforce at the a 1 7b project has been cut from about 400 to 300,2.0,0,0,Bullish,negative
CommSec,CommSec,2024-03-18 01:11:45+00:00,mar 18bhp group bhp and fortescue fmg declined 0 2 and 1 6 respectively while rio tinto rio edged 0 2 higher mineral resources min rose as much as 0 9 after the company said it would develop a lithium processing hub in western australia,0.0,1,4,Bullish,positive
Australasian Centre for Corporate Responsibility,AustCCR,2024-03-17 23:26:30+00:00,mar 18bhp group ltd the world s largest miner has stood down around a quarter of the workers constructing its west musgrave nickel and copper project in western australia according to a report from the australian financial review,0.0,1,3,Bullish,negative
Venture Investment Partners (VIP),GeorgeB14941177,2024-03-17 17:55:10+00:00,mar 17 sunday is for dividends with this massive tech stockmarket rally here s a few less glamorous stocks with nice dividend yields khc kraft heinz 4 66 amgn amgen 3 35 bhp bhp group 8 69 rio rio tinto 10 61 mo altria 8 94 bti bat 9 85 arcc ares cap 9 51,4.0,0,5,Bearish,neutral
Giovanni Staunovo,staunovo,2024-03-17 10:26:23+00:00,mar 17bhp group ltd the world s largest miner has stood down around a quarter of the workers constructing its west musgrave nickel and copper project in western australia according to a report from the australian financial review the workforce at the a 1 7 billion project has show more,2.0,4,20,Bullish,negative
squil,breadonbread2,2024-03-16 23:21:44+00:00,mar 17bitch think she bhp group the way she drilling my southern hemisphere,0.0,0,0,Bullish,neutral
Investing.com Polska,InvestingPoland,2024-03-16 08:52:05+00:00,mar 16macquarie utrzymuje rekomendacj dla bhp group ltd na neutralnie z cen docelow akcji na poziomie,0.0,0,0,Bullish,neutral
Investing.com Polska,InvestingPoland,2024-03-16 08:52:05+00:00,mar 16macquarie utrzymuje rekomendacj dla bhp group plc na neutralnie z cen docelow akcji na poziomie,0.0,0,0,Bullish,neutral
TimBukOne,TimBukOne,2024-03-16 06:03:36+00:00,mar 16 jse trading stats 15 03 2024 sibanyestillwater angloamerican bhpgroup oldmutual naspers anheuserbusch,0.0,0,0,Bullish,neutral
Traders Union,TradersUnion_TU,2024-03-15 15:12:45+00:00,mar 15 top uranium stocks to buy in 2024 top 7 uraniumstocks to buy uranium energy corp uec cameco ccj energy fuels uu uranium royalty corp uroy nuscale power corporation smr show more,0.0,0,2,Bullish,neutral
ZoomStocks Markets,ZSMarkets,2024-03-15 14:02:59+00:00,mar 15 europe stocks movers shakers uk mining stocks slump as rbc capital market analysts give update on glencore bhpgroup 1 7 riotinto 0 4 food stocks lead amongst the sectors show more,3.0,1,0,Bullish,negative
Kalkine Media Australia,kalkineau,2024-03-15 09:05:00+00:00,mar 15 bhpgroup asx bhp the global miningpowerhouse experienced a significant uptick in its stockprice climbing as much as 2 65 in a day,0.0,0,0,Bullish,positive
Hilary Katz,hilary_katz,2024-03-14 14:03:53+00:00,mar 14bhp group 52726 very oversold can rally to 5500 for traders,0.0,1,7,Bullish,positive
Gamesitas trader,gamesitas15e,2024-03-14 11:13:12+00:00,mar 14believe jp morgan mantiene su recomendaci n de neutral y eleva su precio objetivo de 11 60 a 15 euros bhp group citigroup cambia su recomendaci n de neutral a comprar carl zeiss meditec ag rbc capital eleva su calificaci n a sobresaliente con un precio objetivo de 150 eur,1.0,0,0,Bullish,neutral
BROKSTOCK,brokstock,2024-03-14 08:29:35+00:00,mar 14good morning investors here s a portion of this morning s top 5 jse winners losers winners south32 limited 3 02 bhp group limited 1 39 absa group limited 0 97 nepi rockcastle plc 0 72 capitec 0 61 show more,0.0,0,0,Bullish,neutral
TimBukOne,TimBukOne,2024-03-14 06:04:38+00:00,mar 14 jse trading stats 13 03 2024 braitse naspers bhpgroup sibanyestillwater angloamerican anheuserbusch,1.0,1,0,Bullish,neutral
Pico Global,PicoGlobal,2024-03-14 04:53:58+00:00,mar 14replying to picoglobal,1.0,0,2,Bullish,neutral
CommSec,CommSec,2024-03-14 01:15:04+00:00,mar 14miners axmm however capped losses rising as much as 2 1 their biggest intraday climb since march 1 mining giants bhp group bhp and rio tinto rio jumped 2 5 and 1 5 respectively,1.0,0,1,Bullish,negative
TimBukOne Candlesticks,TimBukOneCandle,2024-03-13 22:12:35+00:00,mar 13 bhpgroup jsebhg search,0.0,0,1,Bullish,neutral
Luke Turner,Luketurrner,2024-03-13 18:22:19+00:00,mar 13asx cbe cobre is working with bhp group one of the world s largest miners to explore the kalahari copper belt major collaboration renewableenergy cbe mining exploration botswana copper silver stockmarket investing nim wia evn bhp fmg min rio cbe,2.0,12,12,Bullish,neutral
buysellsignals,selltipsdotcom,2024-03-13 14:58:17+00:00,mar 13bhp group bhp gbx2 193 50 drops gbx11 50 on slipping relative strength gbx11 50 0 5 vol index 1 1 1 is avg,0.0,0,0,Bearish,negative
buysellsignals,selltipsdotcom,2024-03-13 14:06:47+00:00,mar 13bhp group bhp gbx2 188 50 drops to seven month low gbx16 50 0 7,0.0,0,0,Bearish,negative
Rosa Cunha,Conservadora191,2024-03-13 12:56:46+00:00,mar 13replying to conservadora191,1.0,0,0,Bullish,neutral
ZoomStocks Markets,ZSMarkets,2024-03-13 07:21:21+00:00,mar 13 australia stocks movers shakers metals stocks trade mixed as syrahresources looks to raise capital bhpgroup 1 3 riotinto 1 4 reits lead the gains amongst the sectors goodmangroup 2 5 vicinitycentres 1 4 show more,0.0,1,0,Bullish,negative
TimBukOne,TimBukOne,2024-03-13 06:03:38+00:00,mar 13 jse trading stats 12 03 2024 masrealestate naspers bhpgroup redefineproperties britishamericantobacco anheuserbusch,0.0,0,0,Bullish,neutral
横田 淳,fitzsimmons151,2024-03-13 02:55:26+00:00,mar 13bhp group reported a profit exceeding expectations due to high iron ore prices on tuesday,0.0,0,0,Bullish,positive
CommSec,CommSec,2024-03-13 01:09:11+00:00,mar 13miners lost 0 6 as iron ore prices extended declines mining behemoths bhp group bhp and fortescue fmg dropped 0 9 and 0 6 respectively,0.0,1,2,Bullish,negative
Jack Straw,JackStr42679640,2024-03-12 08:58:21+00:00,mar 12no bailout for chinese real estate developers spells trouble for ironore prices fortescue otc fsumf bhp group nyse bhp benzinga,1.0,5,8,Bullish,negative
ZoomStocks Markets,ZSMarkets,2024-03-12 07:07:22+00:00,mar 12 australia stocks movers shakers mining stocks slump as goldenstatemining gives exploration update bhpgroup 0 7 riotinto 0 2 it stocks emerge as top gaining sectors wisetechglobal 1 8 reagroup 0 6 show more,2.0,1,1,Bullish,negative
TimBukOne,TimBukOne,2024-03-12 06:01:38+00:00,mar 12 jse trading stats 11 03 2024 firstrand naspers bhpgroup fortressreit absa anheuserbusch,0.0,1,0,Bullish,neutral
CommSec,CommSec,2024-03-11 22:54:38+00:00,mar 11bhp group bhp rio tinto rio and other steel related shares may decline on tuesday after iron ore slumped the most since mid 2022 iron ore futures in singapore plunged on monday after disappointing demand in china left the market lumbered with swelling inventories,1.0,3,3,Bullish,negative
buysellsignals,selltipsdotcom,2024-03-11 15:33:03+00:00,mar 11bhp group bhp gbx2 185 0 keeps sliding gbx50 50 2 3 vol index 2 1 1 is avg,0.0,0,0,Bearish,neutral
buysellsignals,selltipsdotcom,2024-03-11 13:30:13+00:00,mar 11bhp group bhp gbx2 178 0 accelerates decline gbx57 50 2 6,0.0,0,0,Bullish,negative
FintelAlerts,FintelAlerts,2024-03-11 10:13:51+00:00,mar 11 bhp bhp group limited depositary receipt files form 6 k,0.0,0,0,Bullish,neutral
TimBukOne Charts,TimBukOneCharts,2024-03-11 07:14:35+00:00,mar 11 bhpgroup jsebhg has issued a market related announcement,1.0,0,0,Bullish,neutral
TimBukOne SENS,TimBukOneSENS,2024-03-11 07:12:35+00:00,mar 11 bhpgroup jsebhg sens pdf,0.0,0,0,Bullish,neutral
ZoomStocks Markets,ZSMarkets,2024-03-11 07:02:33+00:00,mar 11 australia stocks on the move today investment management stocks fall as acrfunds raises capital macquarie 0 9 australianfoundation 1 9 mining stocks emerge as top losers amongst the sectors bhpgroup 2 6 riotinto 3 6 show more,2.0,1,0,Bearish,negative
CommSec,CommSec,2024-03-11 02:04:29+00:00,mar 11the s p asx 200 is down 1 4 at 7 735 40 materials stocks led the market lower as all sectors lost 157 of 200 shares fell while 39 rose bhp group bhp contributed the most to the index decline decreasing 2 4 champion iron cia had the largest drop falling 4 8,0.0,1,7,Bearish,negative
TimBukOne,TimBukOne,2024-03-07 06:00:39+00:00,mar 7 jse trading stats 06 03 2024 redefineproperties naspers bhpgroup firstrand anheuserbusch,0.0,0,0,Bullish,neutral
CommSec,CommSec,2024-03-07 03:12:32+00:00,mar 7shares of bhp group bhp and rio tinto rio fall more than 2 each as iron ore giants trade ex dividend both are near their lowest levels since october november 2023,0.0,0,1,Bullish,negative
CommSec,CommSec,2024-03-07 01:37:16+00:00,mar 7bucking the trend miners fell 0 4 as iron ore futures declined on a weak steel market and lack of stimulus from top consumer china miners bhp group bhp and rio tinto rio lose 1 3 and 2 5 respectively trading ex dividend,1.0,1,2,Bullish,negative
NAI500,NAI500,2024-03-06 17:30:15+00:00,mar 6 2023 bhp group ltd bhp southern copper corp scco ivanhoe mines ivn basemetals copper,0.0,0,0,Bullish,neutral
StockWatchWeekly,SWatchWeeklyCom,2024-03-06 11:00:12+00:00,mar 6 bhp group ltd recently announced a dividend of 1 44 per share payable on 2024 03 28 understand more about its dividend and financial health stockstowatch stockmarket,0.0,1,0,Bullish,positive
Usa Jaun News,UsaJaunNews,2024-03-06 10:14:46+00:00,mar 6bhp group ltd s dividend analysis understanding bhp group ltd s upcoming understanding bhp group ltd s upcoming dividend and financial health bhp group ltd nyse bhp recently announced a dividend of 1 44 per share payable on 2024 03 28 with the,0.0,0,0,Bullish,neutral
BROKSTOCK,brokstock,2024-03-06 09:21:54+00:00,mar 6good morning investors here s a portion of this morning s top 5 jse winners losers winners kumba iron ore ltd 2 31 clicks group ltd 2 20 naspers limited 2 00 anglo american plc 1 57 prosus n v 1 57 show more,0.0,2,2,Bearish,neutral
TimBukOne,TimBukOne,2024-03-06 06:04:13+00:00,mar 6 jse trading stats 05 03 2024 hammerson naspers bhpgroup sibanyestillwater anglogold anheuserbusch,0.0,0,0,Bullish,neutral
The Lincolnian,ThisLincolnian,2024-03-05 13:41:09+00:00,mar 5bhp group limited bhp to issue semi annual dividend of 1 44 on march 28th,0.0,0,0,Bullish,neutral
The Lincolnian,ThisLincolnian,2024-03-05 13:41:07+00:00,mar 5bhp group limited bhplf to go ex dividend on march 7th,0.0,0,0,Bullish,neutral
Jake P. Noch,Jake_P_Noch,2024-03-05 09:50:21+00:00,mar 5 automated spy song qq bhp group downgraded to hold from buy at liberum btc,0.0,0,0,Bullish,neutral
Gold Telegraph,GoldTelegraph_,2024-03-04 17:46:22+00:00,mar 4breaking news bhp group hopes to expand its presence in canada beyond a massive 14 billion potash project canada and mining watch copper deals,12.0,56,344,Bullish,positive
TimBukOne,TimBukOne,2024-03-04 08:05:37+00:00,mar 4upcoming last day to trade for jse dividends bhpgroup drdgold italtile south32,0.0,1,4,Bullish,neutral
Pauley,pauley1,2024-03-04 07:51:43+00:00,mar 4the next ex dividend date for lse listed mining giant bhp group ltd bhp is scheduled for ex dividend date 7th march declared dividend 0 72 per share pay date 28th march,1.0,1,0,Bullish,neutral
ZoomStocks Markets,ZSMarkets,2024-03-04 07:35:41+00:00,mar 4 australia stocks on the move today mining stocks slump as stbarbara gold mineralization bhp group 1 5 riotinto 1 2 healthcare stocks lead the gains ramsayhealthcare 0 5 summerset group 0 3 show more,0.0,1,0,Bullish,negative
CommSec,CommSec,2024-03-04 01:16:16+00:00,mar 4miners edged up 0 2 before trading flat with behemoth bhp group bhp declining 0 5 while rio tinto rio and fortescue fmg rose 0 2 and 0 3 respectively,1.0,1,2,Bullish,negative
"Music Licensing, Inc. (OTC: SONG)",OTC_SONG,2024-03-03 12:25:11+00:00,mar 3 automated tsla spy song analysts conflicted on these materials names northern star resources ltd othernesrf fortescue metals group ltd otherfsumf and bhp group ltd otherbhplf qq aapl btc,0.0,0,0,Bullish,neutral
Jake P. Noch,Jake_P_Noch,2024-03-03 12:25:06+00:00,mar 3 automated spy song qq analysts conflicted on these materials names northern star resources ltd othernesrf fortescue metals group ltd otherfsumf and bhp group ltd otherbhplf btc,1.0,0,0,Bullish,neutral
Silver,meraipanu,2024-03-03 09:49:29+00:00,mar 3replying to safinamarch obantoo and ashleasimonbf,0.0,0,0,Bullish,neutral
Aaron,Awwrnold,2024-03-03 04:07:11+00:00,mar 3replying to joefromutah,1.0,0,0,Bullish,neutral
TimBukOne,TimBukOne,2024-03-02 08:00:36+00:00,mar 2upcoming last day to trade for jse dividends bhpgroup drdgold italtile south32,0.0,0,0,Bullish,neutral
TimBukOne,TimBukOne,2024-03-02 06:02:37+00:00,mar 2 jse trading stats 01 03 2024 hammerson naspers bhpgroup sibanyestillwater firstrand anheuserbusch,1.0,0,0,Bullish,neutral
NAI500,NAI500,2024-03-01 22:30:14+00:00,mar 1 2024 4 bhp group ltd bhp cameco corp cco nexgen energy ltd nxe uranium energy corp uec mining cleanenergy uranium,0.0,0,0,Bullish,neutral
TimBukOne SENS,TimBukOneSENS,2024-03-01 05:09:14+00:00,mar 1 bhpgroup jsebhg sens pdf,0.0,0,0,Bullish,neutral
CommSec,CommSec,2024-03-01 01:49:48+00:00,mar 1australian shares hit a record high on friday fuelled by miners and gold stocks miners rose 1 4 mining giants bhp group bhp rose 1 while pilbara minerals pls gained 4 8 hitting its highest level since sept 18,1.0,8,20,Bullish,positive
TimBukOne Candlesticks,TimBukOneCandle,2024-02-29 22:15:38+00:00,feb 29 bhpgroup jsebhg search,0.0,0,0,Bullish,neutral
Minería en línea,Mineriaenlinea,2024-02-29 21:32:22+00:00,feb 29descubre c mo bhpgroup est liderando el camino hacia una miner a m s eficiente y sostenible miner asostenible innovaci n,0.0,0,0,Bearish,neutral
Ramakrishna TBRC,sreeramtbrc,2024-02-29 17:22:00+00:00,feb 29mining market size share analysis growth trends industry report 2024 2033 bhp group limited rio tinto group glencore plc vale s a china shenhua energy company limited,0.0,0,2,Bullish,neutral
TimBukOne,TimBukOne,2024-02-29 08:04:35+00:00,feb 29upcoming last day to trade for jse dividends bhpgroup drdgold italtile south32,0.0,1,0,Bullish,neutral
my dreams are who I'm racing with,buny_n,2024-02-29 07:33:12+00:00,feb 29replying to africafactszone,0.0,0,0,Bullish,neutral
ZoomStocks Markets,ZSMarkets,2024-02-29 07:17:18+00:00,feb 29 australia stocks on the move today mining stocks trade mixed as panteraminerals acquires daytona lithium bhp group 0 1 riotinto 0 3 banks lead the gains amongst sectors cba 0 4 westpacbanking 0 6 show more,1.0,1,1,Bullish,neutral
NM1,AimforProfit,2024-02-29 07:02:03+00:00,feb 29 bhp bhp group limited director pdmr shareholding bhp bhp voxmarkets investing shares rns via voxmarkets,0.0,0,0,Bearish,neutral
TimBukOne,TimBukOne,2024-02-29 06:00:40+00:00,feb 29 jse trading stats 28 02 2024 redefineproperties naspers bhpgroup kiboenergy firstrand anheuserbusch,1.0,1,0,Bullish,neutral
TimBukOne Charts,TimBukOneCharts,2024-02-29 05:34:34+00:00,feb 29 bhpgroup jsebhg has issued a market related announcement,1.0,0,0,Bullish,neutral
TimBukOne SENS,TimBukOneSENS,2024-02-29 05:11:42+00:00,feb 29 bhpgroup jsebhg sens pdf,0.0,0,0,Bullish,neutral
PiQ,PiQSuite,2024-02-29 02:11:53+00:00,feb 29 bhp to restructure some global corporate roles as it looks to trim costs full story the world s biggest listed miner bhp group said on thursday it was disbanding some global teams and transferring those roles covering functions including planning show more,1.0,1,1,Bearish,neutral
TimBukOne,TimBukOne,2024-02-28 08:01:34+00:00,feb 28upcoming last day to trade for jse dividends bhpgroup drdgold italtile south32 zeder,0.0,0,0,Bullish,neutral
TimBukOne,TimBukOne,2024-02-28 06:01:12+00:00,feb 28 jse trading stats 27 02 2024 redefineproperties naspers bhpgroup growthpoint firstrand anheuserbusch,0.0,0,0,Bullish,neutral
CommSec,CommSec,2024-02-28 01:26:30+00:00,feb 28miners gained 0 3 after iron ore prices rebounded overnight on hopes of a demand recovery in top buyer china bhp group bhp and rio tinto rio gained 0 4 and 1 2 respectively while fortescue fmg dropped 3,0.0,1,3,Bullish,positive
TimBukOne,TimBukOne,2024-02-27 08:02:35+00:00,feb 27upcoming last day to trade for jse dividends africanandoverseas hudaco rextrueform textainer tharisa bhpgroup drdgold italtile south32 zeder,0.0,0,2,Bullish,neutral
TimBukOne,TimBukOne,2024-02-27 06:01:37+00:00,feb 27 jse trading stats 26 02 2024 redefineproperties naspers bhpgroup growthpoint firstrand anheuserbusch,0.0,0,0,Bullish,neutral
TimBukOne Charts,TimBukOneCharts,2024-02-27 05:31:06+00:00,feb 27 bhpgroup jsebhg has issued a market related announcement,0.0,0,0,Bullish,neutral
TimBukOne SENS,TimBukOneSENS,2024-02-27 05:16:11+00:00,feb 27 bhpgroup jsebhg sens pdf,0.0,0,0,Bullish,neutral
CommSec,CommSec,2024-02-27 00:14:35+00:00,feb 27fortescue fmg slips as much as 2 8 while peers bhp group bhp and rio tinto rio retreat as much as 1 3 and 1 8 respectively,0.0,0,5,Bullish,negative
Peggy Sanders,peggymel2001,2024-02-26 21:17:28+00:00,feb 26the mining companies had much bigger gaps with bhp group reporting 20 3 and rio tinto 13 5 qantas reported 37 and telstra group 20 2,0.0,1,1,Bullish,neutral
Stunned Ox,LoneSaxon,2024-02-26 20:56:14+00:00,feb 26bhp group the world s largest shipper of metallurgical coal believes the market has decades of life left in it as the alternatives to using coal to make steel are either not competitive on a cost basis or unlikely to emerge at scale for decades,1.0,0,0,Bearish,neutral
tony sagami,anthonysagami,2024-02-26 15:40:00+00:00,feb 26 top 10 uranium producing companies 3 listed 1 jsc national atomic lse kap 2 cameco ccj 3 orano 4 china general nuclear power 5 uranium one 6 navoi mining and metallurgy 7 china national nuclear corp 8 bhp group bhp 9 armz uranium 10 general atomics show more,0.0,0,0,Bearish,neutral
The Markets Daily,TheMarketsDaily,2024-02-24 10:00:42+00:00,feb 24 lowers bhp group bhp to hold,0.0,0,0,Bullish,neutral
TimBukOne,TimBukOne,2024-02-24 06:03:37+00:00,feb 24 jse trading stats 23 02 2024 finbond naspers bhpgroup sibanyestillwater anglogold anheuserbusch,0.0,0,1,Bullish,neutral
Lutessia IA,Lutessia_IA,2024-02-23 20:20:08+00:00,feb 23 bhp bhpgroup 1h sur cette unit de temps la tendance de fond est tr s baissi re sur bhp group ltd mais les acheteurs ont besoin de reprendre leur souffle,0.0,0,0,Bearish,positive
Support BAILII,BAILII,2024-02-23 17:05:34+00:00,feb 23 new municipio de mariana ors v bhp group uk ltd anor 2024 ewhc 192 tcc 31 january 2024,0.0,0,2,Bullish,neutral
Support BAILII,BAILII,2024-02-23 15:57:33+00:00,feb 23 new munic pio de mariana os v bhp group uk ltd anor 2024 ewhc 207 tcc 01 february 2024,0.0,0,2,Bullish,neutral
TimBukOne,TimBukOne,2024-02-23 06:03:17+00:00,feb 23 jse trading stats 22 02 2024 sibanyestillwater goldfields bhpgroup picknpay firstrand anheuserbusch,1.0,0,0,Bullish,neutral
CommSec,CommSec,2024-02-23 01:06:20+00:00,feb 23on the other hand heavyweight miners were down 0 1 set for a third consecutive weekly loss still bhp group bhp rio tinto rio and fortescue fmg gained between 0 2 and 0 7,0.0,0,0,Bearish,negative
TimBukOne Candlesticks,TimBukOneCandle,2024-02-22 22:10:07+00:00,feb 22 bhpgroup jsebhg search,0.0,0,0,Bullish,neutral
ZoomStocks Markets,ZSMarkets,2024-02-22 07:24:58+00:00,feb 22 australia stocks on the move today mining stocks fall as nagambieresources announces management change bhpgroup 0 4 riotinto 1 1 it stocks emerge as top gainers for the day xero 2 3 nextdc 0 6 show more,1.0,1,0,Bearish,negative
TimBukOne,TimBukOne,2024-02-22 06:03:17+00:00,feb 22 jse trading stats 21 02 2024 sibanyestillwater naspers bhpgroup ellies glencore anheuserbusch,0.0,1,0,Bullish,neutral
buysellsignals,selltipsdotcom,2024-02-21 18:42:03+00:00,feb 21bhp group bhp gbx2 292 50 drops to four month low on firm volume gbx3 50 0 2 vol index 1 4 1 is avg,0.0,0,0,Bearish,negative
CentralCharts EN,CentralChartsEN,2024-02-21 15:25:26+00:00,feb 21 bhp bhpgroup daily all elements being clearly bearish it would be possible for traders to trade only short positions for sale on bhp group ltd as long as londinia ia,0.0,0,0,Bullish,neutral
Londinia IA,Londinia_IA,2024-02-21 15:25:25+00:00,feb 21 bhp bhpgroup daily all elements being clearly bearish it would be possible for traders to trade only short positions for sale on bhp group ltd as long as the price,0.0,0,0,Bearish,neutral
OutletMinero,Outletminero,2024-02-21 14:50:59+00:00,feb 21bhp group informa de estabilidad en sus ganancias del primer semestre pero advierte sobre el impacto de la inflaci n y las altas tasas de inter s en el futuro la mayor empresa minera del mundo se prepara para desaf os econ micos mientras contin a impulsando la industria bhp show more,0.0,0,1,Bullish,positive
TimBukOne,TimBukOne,2024-02-21 06:02:16+00:00,feb 21 jse trading stats 20 02 2024 redefineproperties mtn bhpgroup sibanyestillwater naspers anheuserbusch,1.0,0,1,Bullish,neutral
