User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Watchlist News,@WatchlistN,2018-09-09T23:33:02.000Z,"Watchlist News
@WatchlistN
·
Sep 10, 2018FMC Corp $FMC Given Consensus Recommendation of “Buy” by Brokerages http://zpr.io/6uiVm",,,
USA News Group,@USANewsGroup,2018-09-09T16:30:41.000Z,"USA News Group
@USANewsGroup
·
Sep 9, 2018$0.92 EPS Expected for FMC Corp (FMC) This Quarter https://goo.gl/G7yKpF",,,
FMC Corporation,@FMCCorp,2018-09-09T14:00:13.000Z,"FMC Corporation
@FMCCorp
·
Sep 9, 2018FMC Brazil hosted a Women’s Initiative Network event featuring Heloisa Melo, Agronomist from 
@agroconsult
, and Alexandra Loras from the Consulate General of France in Brazil for a conversation of race, gender and the state Agriculture. Highlights here: https://buff.ly/2MSHdrW",,,6
LatinRisk Argentina,@LatinRisk,2018-09-09T11:46:02.000Z,"LatinRisk Argentina
@LatinRisk
·
Sep 9, 2018La fiebre del #litio, de #Jujuy a #Catamarca #Spanish reading  https://clarin.com/economia/economia/fiebre-litio-jujuy-catamarca_0_BJsUmUkum.html… #Lithium 
@tommydepablos
 @litioargentina
 @FMCCorp
 @NeoLithiumCorp
 @OrocobreLimited
 @fundacionminera",,3.0,3
FMC Corporation,@FMCCorp,2018-09-08T15:41:03.000Z,"FMC Corporation
@FMCCorp
·
Sep 8, 2018#DYK that #Biotechnology is the fasted adopted crop technology in modern times, impacting the lives of 16-17 million small farmers and their families?",,1.0,5
Amy O'Shea,@amygoshea,2018-09-08T15:30:10.000Z,"Amy O'Shea
@amygoshea
·
Sep 8, 2018Look for new products from 
@FMCAgUS
 @FMCCorp
 for the 3RIVE 3D application system this spring!",,3.0,8
The Casual Smart,@The_CasualSmart,2018-09-08T09:15:14.000Z,"The Casual Smart
@The_CasualSmart
·
Sep 8, 2018Cim Has Trimmed By $550,821 Its National Beverage $FIZZ Stake; Navellier & Associates Raised Fmc Corp. $FMC Position https://cardinalweekly.com/cim-has-trimmed-by-550821-its-national-beverage-fizz-stake-navellier-associates-raised-fmc-corp-fmc-position/…",,,
IPO Sniffer,@IPOSniffer,2018-09-07T18:35:14.000Z,"IPO Sniffer
@IPOSniffer
·
Sep 7, 2018FMC Corp. (FMC) Gains as Albemarle (ALB) Eyes Lithium Operations http://dlvr.it/QjSsqc",,,
IPO Sniffer,@IPOSniffer,2018-09-07T18:29:23.000Z,"IPO Sniffer
@IPOSniffer
·
Sep 7, 2018FMC Corp. (FMC) Gains as Albemarle (ALB) Eyes Lithium Operations https://ipo.news/fmc-corp-fmc-gains-as-albemarle-alb-eyes-lithium-operations/…",,,
Enterprise Leader,@EnterpriseLeade,2018-09-07T17:57:30.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 7, 2018Brokerages Set FMC Corp $FMC Target Price at $101.46  http://theenterpriseleader.com/?p=1300920",,,
FMC Corporation,@FMCCorp,2018-09-07T16:00:46.000Z,"FMC Corporation
@FMCCorp
·
Sep 7, 2018Want to work for FMC? We're looking for a Maintenance Mechanic at Bessemer City, NC #Job #Career",,,
Raju Kapoor,@rajukap,2018-09-07T09:07:43.000Z,"Raju Kapoor
@rajukap
·
Sep 7, 2018#Judicious use of safer #Pesticides is essential for #SustainableAgriculture.Spoke on #Role of #agrochemicals for #sustainable #agriculture at #IndianChemicalCouncil seminar.  
@Ajayvirjakhar
 @CropLifeIntl
 @CropLifeIndia
 @FMCCorp",,1.0,10
FMC Corporation,@FMCCorp,2018-09-06T21:00:26.000Z,"FMC Corporation
@FMCCorp
·
Sep 6, 2018We all know the value of weed control, but new data reveals the potential economic losses incurred from lack of control.  Find out what would happen to North America’s economy of we failed to control weeds: https://buff.ly/2oolnh7
#CropProtection",,3.0,5
Alonso Barros,@alonsobarros,2018-09-06T11:10:39.000Z,"Alonso Barros
@alonsobarros
·
Sep 6, 2018Exclusive - Lithium producer 
@AlbemarleCorp
 eyes buying rival 
@FMCCorp
 if IPO stumbles: source
https://www-yahoo-com.cdn.ampproject.org/c/s/www.yahoo.com/amphtml/finance/news/exclusive-lithium-producer-albemarle-eyes-102249435.html…",,,
Enterprise Leader,@EnterpriseLeade,2018-09-05T23:52:26.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 6, 2018FMC Corp $FMC Insider Nicholas Pfeiffer Sells 375 Shares  http://theenterpriseleader.com/?p=1143100",,,
MarketBeat,@MarketBeatCom,2018-09-05T16:37:14.000Z,"MarketBeat
@MarketBeatCom
·
Sep 5, 2018Zacks: Brokerages Expect FMC Corp $FMC Will Announce Earnings of $0.92 Per Share http://zpr.io/6ugrd",,,
The Lincolnian,@ThisLincolnian,2018-09-05T15:35:45.000Z,"The Lincolnian
@ThisLincolnian
·
Sep 5, 2018FMC Corp $FMC Receives $101.46 Average Target Price from Brokerages http://thelincolnianonline.com/?p=2321656",,,
FMC Corporation,@FMCCorp,2018-09-05T15:35:02.000Z,"FMC Corporation
@FMCCorp
·
Sep 5, 2018Want to optimize your yield?  Follow these helpful tips and guidelines. 
https://buff.ly/2N0GOCX",,,4
Benjamin Wood,@BenjaminWoodPHX,2018-09-05T15:16:26.000Z,"Benjamin Wood
@BenjaminWoodPHX
·
Sep 5, 2018Albemarle Corp, the world's largest lithium producer, could buy FMC Corp's lithium division if the smaller rival's initial public offering stumbles this fall, a senior executive told investors at an event in June, according to a source who attende...",,,
Brian Wigginton,@BrianWiggintonT,2018-09-05T15:16:06.000Z,"Brian Wigginton
@BrianWiggintonT
·
Sep 5, 2018Albemarle Corp, the world's largest lithium producer, could buy FMC Corp's lithium division if the smaller rival's initial public offering stumbles this fall, a senior executive told investors at an event in June, according to a source who attende...",,,
Anja Young Lee,@AnjaYoungLee,2018-09-05T15:12:25.000Z,"Anja Young Lee
@AnjaYoungLee
·
Sep 5, 2018Albemarle Corp, the world's largest lithium producer, could buy FMC Corp's lithium division if the smaller rival's initial public offering stumbles this fall, a senior executive told investors at an event in June, according to a source who attende...",,,
ResearchPool,@ResearchPool,2018-09-05T14:55:32.000Z,"ResearchPool
@ResearchPool
·
Sep 5, 2018$FMC #FMC Corp. Morningstar | FMC Shares Rally Amid Albemarle Acquisition Speculation; No Changes to Our FVEs: On Sept. 5, Reuters reported that Albemarle management is interested in purchasing FMC's lithium business, which will be named Livent… http://dlvr.it/QjCNYJ",,,
ResearchPool,@ResearchPool,2018-09-05T14:39:15.000Z,"ResearchPool
@ResearchPool
·
Sep 5, 2018$FMC #FMC Corp. FMC Shares Rally Amid Albemarle Acquisition Speculation; No Changes to Our FVEs: On Sept. 5, Reuters reported that Albemarle management is interested in purchasing FMC's lithium business, which will be named Livent Corporation. FMC plans… http://dlvr.it/QjCHtp",,,
Smile Foundation,@smilefoundation,2018-09-05T12:40:18.000Z,"Smile Foundation
@smilefoundation
·
Sep 5, 2018Reaching out with Relief Material to the tribal community in Wayanad district of Kerala, supported by 
@FMCCorp
.
#KeralaFloodRelief #JoyofGiving",,2.0,6
Reuters Business,@ReutersBiz,2018-09-05T11:21:48.000Z,"Reuters Business
@ReutersBiz
·
Sep 5, 2018JUST IN: FMC Corp shares up about 3 percent premarket after 
@Reuters
 reports that Albemarle eyes buying FMC's lithium operations if its IPO stumbles https://reut.rs/2wEvD8w",1.0,1.0,2
SPI News,@NewsFromSPI,2018-09-04T14:30:25.000Z,"SPI News
@NewsFromSPI
·
Sep 4, 2018Global Natural Food Colorants Market (2018-2023) featuring ADM, BASF, Chr Hansen, Fiorio Colori, FMC Corp, Kalsec, Kerry Group, and more - http://ResearchAndMarkets.com http://ow.ly/IxUF101eRi4",,,
FMC Corporation,@FMCCorp,2018-09-04T11:33:02.000Z,"FMC Corporation
@FMCCorp
·
Sep 4, 2018#DYK that between 21% to 33% of agricultural water use is accounted for by food waste?  If you want to make a difference to stop waste, check out https://buff.ly/2N3sjyi  
#NoTasteforWaste",,2.0,3
Enterprise Leader,@EnterpriseLeade,2018-09-04T10:18:12.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 4, 2018Analysts Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.01 Billion  http://theenterpriseleader.com/?p=1279881",,,
Community Financial,@CFinancialNews,2018-09-04T07:49:58.000Z,"Community Financial
@CFinancialNews
·
Sep 4, 2018Analysts Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.01 Billion http://americanbankingnews.com/?p=7894956 #markets",,,
US Banking News,@AmericanBanking,2018-09-04T07:49:57.000Z,"US Banking News
@AmericanBanking
·
Sep 4, 2018Analysts Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.01 Billion http://americanbankingnews.com/?p=7894956 #stocks",,,
ResearchPool,@ResearchPool,2018-09-03T13:06:31.000Z,"ResearchPool
@ResearchPool
·
Sep 3, 2018$FMC #FMC Corp. FMC Corporation - June 2018 (LTM): Peer Snapshot: Compares key performance metrics against industry peers. http://dlvr.it/QhytdP",,,
FMC Corporation,@FMCCorp,2018-09-03T12:00:24.000Z,"FMC Corporation
@FMCCorp
·
Sep 3, 2018We wish all of our employees in the United States and Canada a happy Labor Day Weekend #LDW",,3.0,10
Enterprise Leader,@EnterpriseLeade,2018-09-03T07:47:38.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 3, 2018$0.97 Earnings Per Share Expected for FMC Corp $FMC This Quarter  http://theenterpriseleader.com/?p=1181363",,,
Transcript Daily,@TranscriptDaily,2018-09-02T22:38:51.000Z,"Transcript Daily
@TranscriptDaily
·
Sep 3, 2018FMC Corp $FMC Receives Average Rating of “Buy” from Analysts http://zpr.io/6KbCQ",,,
Community Financial,@CFinancialNews,2018-09-02T22:37:54.000Z,"Community Financial
@CFinancialNews
·
Sep 3, 2018FMC Corp $FMC Receives Consensus Recommendation of “Buy” from Analysts http://americanbankingnews.com/?p=7881586 #markets",,,
US Banking News,@AmericanBanking,2018-09-02T22:37:53.000Z,"US Banking News
@AmericanBanking
·
Sep 3, 2018FMC Corp $FMC Receives Consensus Recommendation of “Buy” from Analysts http://americanbankingnews.com/?p=7881586 #stocks",,,
Storm Investor,@storminvestor,2018-09-02T22:35:50.000Z,"Storm Investor
@storminvestor
·
Sep 3, 2018FMC Corp $FMC Receives Consensus Recommendation of “Buy” from Analysts  http://thestockobserver.com/?p=1552158 #markets",,,
FMC Corporation,@FMCCorp,2018-09-02T15:25:04.000Z,"FMC Corporation
@FMCCorp
·
Sep 2, 2018Looking to improve soil to increase potential yield?  Here are some sustainable suggestions: https://buff.ly/2mlmWLJ",,2.0,6
The Markets Daily,@TheMarketsDaily,2018-09-02T14:22:34.000Z,"The Markets Daily
@TheMarketsDaily
·
Sep 2, 2018Insider Buying: FMC Corp $FMC Director Acquires $101,018.76 in Stock http://zpr.io/6KKNt",,,
Storm Investor,@storminvestor,2018-09-02T14:22:20.000Z,"Storm Investor
@storminvestor
·
Sep 2, 2018Insider Buying: FMC Corp $FMC Director Acquires 1,173 Shares of Stock  http://thestockobserver.com/?p=1551504 #markets",,,
Community Financial,@CFinancialNews,2018-09-02T14:05:24.000Z,"Community Financial
@CFinancialNews
·
Sep 2, 2018$0.92 EPS Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=7877754 #markets",,,
US Banking News,@AmericanBanking,2018-09-02T14:05:22.000Z,"US Banking News
@AmericanBanking
·
Sep 2, 2018$0.92 EPS Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=7877754 #stocks",,,
FMC Corporation,@FMCCorp,2018-09-01T16:23:03.000Z,"FMC Corporation
@FMCCorp
·
Sep 1, 2018Learn how pests and diseases affect the world’s food supply and the role of #CropProtection: https://buff.ly/2LYFcco.",,1.0,1
MarketBeat,@MarketBeatCom,2018-09-01T13:00:00.000Z,"MarketBeat
@MarketBeatCom
·
Sep 1, 2018Dirk A. Kempthorne Purchases 1,173 Shares of FMC Corp $FMC Stock http://zpr.io/6KxYS",,,
Mining Analysts,@MiningAnalysts,2018-09-01T06:00:16.000Z,"Mining Analysts
@MiningAnalysts
·
Sep 1, 2018FMC Corp said its #lithium business Livent aims to be a dominant supplier to next generation electric cars, as it gears up for a $100m IPO on the NYSE",,2.0,3
Enterprise Leader,@EnterpriseLeade,2018-09-01T02:10:34.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 1, 2018Dupont Capital Management Corp Sells 1,873 Shares of FMC Corp $FMC  http://theenterpriseleader.com/?p=1110322",,,
Enterprise Leader,@EnterpriseLeade,2018-08-31T23:09:10.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 1, 2018Q3 2018 EPS Estimates for FMC Corp Reduced by Analyst $FMC  http://theenterpriseleader.com/?p=1108617",,,
FMC Corporation,@FMCCorp,2018-08-31T16:00:42.000Z,"FMC Corporation
@FMCCorp
·
Aug 31, 2018Want to work for FMC? We're looking for a Senior Accountant - External Reporting and Consolidations at ...",,,2
USA News Group,@USANewsGroup,2018-08-31T14:28:38.000Z,"USA News Group
@USANewsGroup
·
Aug 31, 2018First Analysis Comments on FMC Corp’s Q3 2018 Earnings (FMC) https://goo.gl/FT7tkP",,,
FMC Corporation,@FMCCorp,2018-08-31T11:30:28.000Z,"FMC Corporation
@FMCCorp
·
Aug 31, 2018#Biotechnology is helping reduce the environmental impact of agriculture? Here is how FMC is helping https://buff.ly/2PjtQxr.",,1.0,3
The Casual Smart,@The_CasualSmart,2018-08-31T10:18:43.000Z,"The Casual Smart
@The_CasualSmart
·
Aug 31, 2018First National Bank Of Mount Dora Trust Investment Services Lowered By $1.57 Million Its Capital One Finl $COF Stake; Navellier & Associates Has Increased Fmc Corp. $FMC Holding By $2.32 Million https://cardinalweekly.com/first-national-bank-of-mount-dora-trust-investment-services-lowered-by-1-57-million-its-capital-one-finl-cof-stake-navellier-associates-has-increased-fmc-corp-fmc-holding-by-2-32-million/…",,,
Enterprise Leader,@EnterpriseLeade,2018-08-31T03:21:02.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 31, 2018FMC Corp $FMC Stake Lifted by Barings LLC  http://theenterpriseleader.com/?p=1102135",,,
Power Metals Net,@MetalsNet,2018-08-30T16:25:05.000Z,"Power Metals Net
@MetalsNet
·
Aug 30, 2018Chemical giant FMC Corp (NYSE: $FMC) #lithium unit Livent filed for $100 million IPO on Monday, amid growing demand for the battery metal.  FMC to maintain 81% control of LTHM, which is profitable and the only producer of high purity lithium in the West.
https://buff.ly/2wnlWMw",,,
FMC Corporation,@FMCCorp,2018-08-30T15:14:10.000Z,"FMC Corporation
@FMCCorp
·
Aug 30, 2018Such a great energy from Cristo Rey students! We had a wonderful time at the 
@CRPHS
 Signing Day event and can't wait to welcome our new cohort of 16 new interns.",,,3
Community Financial,@CFinancialNews,2018-08-30T14:21:04.000Z,"Community Financial
@CFinancialNews
·
Aug 30, 2018Insider Buying: FMC Corp $FMC Director Acquires 1,173 Shares of Stock http://americanbankingnews.com/?p=7845154 #markets",,,
MidEast Times,@midetimes,2018-08-30T14:17:44.000Z,"MidEast Times
@midetimes
·
Aug 30, 2018Insider Buying: FMC Corp $FMC Director Acquires 1,173 Shares of Stock http://dailypolitical.com/?p=2327252 #stocks",,,
Daily Political,@dailypoliticaln,2018-08-30T14:17:42.000Z,"Daily Political
@dailypoliticaln
·
Aug 30, 2018Insider Buying: FMC Corp $FMC Director Acquires 1,173 Shares of Stock http://dailypolitical.com/?p=2327252",,,
Bethwyn Todd,@BethwynTodd,2018-08-29T17:04:28.000Z,"Bethwyn Todd
@BethwynTodd
·
Aug 29, 2018Did we miss the memo about the green dress code?  Great time talking 
@FMCCorp
 , product stewardship and sustainability with the farmers of Can Tho, Vietnam",,3.0,16
Indiana Soy Farmers,@Indiana_Soy,2018-08-28T18:14:28.000Z,"Indiana Soy Farmers
@Indiana_Soy
·
Aug 28, 2018Thank you 
@RepWalorski
 for attending yesterday’s Shop Talk in Macy, IN. We greatly appreciate your support. Thank you 
@FMCCorp
 for being a sponsor of the event. #INShopTalk18",,1.0,1
John Touey,@JohnTouey,2018-08-28T15:57:04.000Z,"John Touey
@JohnTouey
·
Aug 28, 2018#Philly-based 
@FMCCorp
 files split plan; new #Livent #lithium firm plans #IPO http://www2.philly.com/philly/blogs/inq-phillydeals/philly-based-fmc-files-plan-to-break-in-2-livent-lithium-plans-fall-ipo-20180827.html?__vfz=medium%3Dsharebar… via @phillydotcom #Philadelphia #chemicals",,1.0,
LivioFilice,@LivioFilice,2018-08-28T15:25:05.000Z,"LivioFilice
@LivioFilice
·
Aug 28, 2018@FMCCorp
 moves towards spinning off #Lithium chemicals business. 
An IPO at the bottom of an industry cycle is poorly timed but might present investors with an #opportunity. 

#IPO #EnergyMetals #Argentina",,1.0,3
Börsenberichte,@BoersenDE,2018-08-28T15:21:06.000Z,"Börsenberichte
@BoersenDE
·
Aug 28, 2018 Lithium Producer Livent Files For #IPO: WASHINGTON (dpa-AFX) - Livent Corp., a lithium producer and a unit of FMC Corp. (FMC), has filed for an initial public offering or IPO of its common stock. It plans to sell up to $100… http://dlvr.it/QhLNvG ❚FINANZNACHRICHTENde",,,
Evan Epstein,@evanepstein,2018-08-28T13:37:33.000Z,"Evan Epstein
@evanepstein
·
Aug 28, 2018“
@FMCCorp
 said its lithium business Livent aims to be a dominant supplier to next generation electric cars, as it gears up for a $100m initial public offering on the 
@NYSE
”",,,
FMC Corporation,@FMCCorp,2018-08-28T12:00:35.000Z,"FMC Corporation
@FMCCorp
·
Aug 28, 2018#DYK that global losses for crops due to pests have increased from 11.1% between 1965-1967 to 29.7% between 2001-2003? #SaveOurCrops",,2.0,6
FinanzLinksUSA,@FinanzLinksCom,2018-08-28T11:37:05.000Z,"FinanzLinksUSA
@FinanzLinksCom
·
Aug 28, 2018Livent IPO: 5 things to know about the lithium producer: Livent Corp. has filed for an initial public offering, setting the FMC Corp. lithium unit on a course to stand on its own amid a growing demand for the metal, used in rechargeable… http://dlvr.it/QhKFcG MARKETWATCH",,,
ResearchPool,@ResearchPool,2018-08-27T22:09:33.000Z,"ResearchPool
@ResearchPool
·
Aug 28, 2018$FMC #FMC Corp. Higher Prices and Catch-Up Volumes Highlight Our 2Q Earnings Takeaways for the Agriculture Space: After unfavorable weather weighed on first-quarter results for many of the ag companies we cover, volumes rebounded for nearly all companies… http://dlvr.it/QhGQhG",,,
FMC Corporation,@FMCCorp,2018-08-27T17:31:08.000Z,"FMC Corporation
@FMCCorp
·
Aug 27, 2018August is #NationalWaterQualityMonth! Just as we need clean water to drink, so do crops! Visit http://actionforag.org to learn more about global issues and plant science solutions.",,1.0,3
Invest in Israel,@investinisrael,2018-08-27T14:10:00.000Z,"Invest in Israel
@investinisrael
·
Aug 27, 2018The new 
@IVCOnline_IL
 magazine is out, talking about #Israel’s #foodtech ecosystem. There’s so much going on and other countries are getting involved too! #investinIsrael 
@Nutreco
 @neovia_group 
@FMCCorp
 @Chr_Hansen
 http://goo.gl/bWtxpg",,7.0,8
FMC Corporation,@FMCCorp,2018-08-27T13:00:24.000Z,"FMC Corporation
@FMCCorp
·
Aug 27, 2018Have you seen our sustainability report video yet? Check it out now to learn how we are #PoweringProgress and #GrowingResults.
https://buff.ly/2JMMrio",,,3
KRVN Radio,@krvn,2018-08-26T22:37:06.000Z,"KRVN Radio
@krvn
·
Aug 27, 2018The Global Herbicides Market 2017-2018 - Forecast to 2025 featuring Bayer, BASF, FMC Corp, Nissan Chemical Industries, DOW Agriscience, and more - http://ResearchAndMarkets.com http://dlvr.it/Qh8y4T",,,
EIN Presswire: Chemical Newswire,@EINChemicalNews,2018-08-26T22:20:15.000Z,"EIN Presswire: Chemical Newswire
@EINChemicalNews
·
Aug 27, 2018The Global Herbicides Market 2017-2018 - Forecast to 2025 featuring Bayer, BASF, FMC Corp, Nissan Chemical Industries, DOW Agriscience, and more - ResearchAndMarkets․com http://s.einnews.com/QDu_ea7-5I",,,
Rural Radio Network,@RuralRadioNet,2018-08-26T22:10:47.000Z,"Rural Radio Network
@RuralRadioNet
·
Aug 27, 2018The Global Herbicides Market 2017-2018 – Forecast to 2025 featuring Bayer, BASF, FMC Corp, Nissan Chemical Industries, DOW Agriscience, and more – http://ResearchAndMarkets.com http://dlvr.it/Qh8swb",,,
Enterprise Leader,@EnterpriseLeade,2018-08-26T13:58:32.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 26, 2018$0.97 Earnings Per Share Expected for FMC Corp $FMC This Quarter  http://theenterpriseleader.com/?p=1181363",,,
Kevin,@muenchkevin7,2018-08-26T10:59:14.000Z,"Kevin
@muenchkevin7
·
Aug 26, 2018Global Chitosan Derivatives Market 2018 Future Projection: BIO21, FMC Corp, Kitozyme and Kunpoong Bio https://journalismday.com/2018/08/global-chitosan-derivatives-market-2018-future-projection-definitions/…",,,
REurope,@reurope_stock,2018-08-25T11:30:26.000Z,"REurope
@reurope_stock
·
Aug 25, 2018FMC Corp $FMC Institutional Investors Sentiment Index  Crashed in  2018 Q1 http://reurope.com/2018/08/25/fmc-corp-nysefmc-institutional-investors-sentiment-index-crashed-in-2018-q1/…",,,
The Casual Smart,@The_CasualSmart,2018-08-25T11:29:58.000Z,"The Casual Smart
@The_CasualSmart
·
Aug 25, 2018FMC Corp $FMC Shifting Institutional Investors Sentiment https://floridarecorder.com/2018/08/25/fmc-corp-nysefmc-shifting-institutional-investors-sentiment-2/…",,,
Money Making Articles Hot Stuff,@mmahotstuff1,2018-08-25T11:29:46.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Aug 25, 2018Do Institutional Investors Hate FMC Corp $FMC? - https://mmahotstuff.com/2018/08/25/do-institutional-investors-hate-fmc-corp-nysefmc.html…",,,
WhatsOnThorold,@whatsonthorold2,2018-08-25T11:28:21.000Z,"WhatsOnThorold
@whatsonthorold2
·
Aug 25, 2018FMC Corp $FMC Institutional Investor Positioning - https://whatsonthorold.com/2018/08/25/fmc-corp-nysefmc-institutional-investor-positioning/…",,,
Westmoreland Times,@west_moreland,2018-08-25T11:27:49.000Z,"Westmoreland Times
@west_moreland
·
Aug 25, 2018FMC Corp $FMC: Negative Stock Sentiment https://westmorelandtimes.com/2018/08/25/fmc-corp-nysefmc-negative-stock-sentiment/…",,,
The Casual Smart,@The_CasualSmart,2018-08-25T11:27:37.000Z,"The Casual Smart
@The_CasualSmart
·
Aug 25, 2018FMC Corp Institutional Investor Sentiment  Worsened in  Q1 2018 https://thecasualsmart.com/2018/08/25/fmc-corp-institutional-investor-sentiment-worsened-in-q1-2018/…",,,
MarketBeat,@MarketBeatCom,2018-08-25T05:31:57.000Z,"MarketBeat
@MarketBeatCom
·
Aug 25, 2018First Analysis Research Analysts Reduce Earnings Estimates for FMC Corp $FMC http://zpr.io/6y7h6",,,
Financial Buzz,@financialbuzz,2018-08-25T02:14:48.000Z,"Financial Buzz
@financialbuzz
·
Aug 25, 2018The Global Herbicides Market 2017-2018 - Forecast to 2025 featuring Bayer, BASF, FMC Corp, Nissan Chemical Indus.. http://financialbuzz.com/the-global-herbicides-market-2017-2018-forecast-to-2025-featuring-bayer-basf-fmc-corp-nissan-chemical-industries-dow-agriscience-and-more-researchandmarkets-com-1178837…",,,
Stocks News Feed,@feed_stocks,2018-08-24T18:48:10.000Z,"Stocks News Feed
@feed_stocks
·
Aug 24, 2018The Global Herbicides Market 2017-2018 - Forecast to 2025 featuring Bayer, BASF, FMC Corp, Nissan Chemical Industries, DOW Agriscience, and more - http://ResearchAndMarkets.com, https://stocksnewsfeed.com/the-global-herbicides-market-2017-2018-forecast-to-2025-featuring-bayer-basf-fmc-corp-nissan-chemical-industries-dow-agriscience-and-more-researchandmarkets-com/…",,,
SPI News,@NewsFromSPI,2018-08-24T18:44:11.000Z,"SPI News
@NewsFromSPI
·
Aug 24, 2018The Global Herbicides Market 2017-2018 - Forecast to 2025 featuring Bayer, BASF, FMC Corp, Nissan Chemical Industries, DOW Agriscience, and more - http://ResearchAndMarkets.com http://ow.ly/7oAR101dSUT",,,
FMC Corporation,@FMCCorp,2018-08-24T16:00:37.000Z,"FMC Corporation
@FMCCorp
·
Aug 24, 2018Want to work for FMC? We're looking for a State Regulatory and Government Affairs Manager at Archived, US #Job #...",,2.0,2
FMC Corporation,@FMCCorp,2018-08-24T12:00:25.000Z,"FMC Corporation
@FMCCorp
·
Aug 24, 2018The global economic loss associated with pest averages between 250 billion to 300 billion USD every year.",,4.0,3
CMFE Research,@CmfeResearch,2018-08-24T11:33:31.000Z,"CMFE Research
@CmfeResearch
·
Aug 24, 2018Crystal Crop expands portfolio, acquires four brands from FMC 
@CrystalCrop
 @FMCCorp
 http://cmferesearch.com/crystal-crop-expands-portfolio/10400/…",,,
AF Crop Inputs,@AFCropInputs,2018-08-24T10:31:40.000Z,"AF Crop Inputs
@AFCropInputs
·
Aug 24, 2018@afgroupuk
 members are invited to our #Cropprotection autumn technical meeting on the 20th September. #Members will be updated by 5 leading manufacturers. 
@BASISRegLtd
 points available. #Manufacturers #Innovation @SyngentaCropsUK 
@BASFcropUK
 @corteva
 @Bayer4CropsUK
 @FMCCorp",1.0,6.0,5
Enterprise Leader,@EnterpriseLeade,2018-08-24T08:10:42.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 24, 2018FMC Corp $FMC Position Reduced by Dupont Capital Management Corp  http://theenterpriseleader.com/?p=1110322",,,
MarketBeat,@MarketBeatCom,2018-08-24T05:56:38.000Z,"MarketBeat
@MarketBeatCom
·
Aug 24, 2018FMC Corp Expected to Post Q4 2018 Earnings of $1.50 Per Share $FMC http://zpr.io/6ynEf",,,
The Markets Daily,@TheMarketsDaily,2018-08-24T05:23:11.000Z,"The Markets Daily
@TheMarketsDaily
·
Aug 24, 2018FMC Corp Forecasted to Post Q3 2018 Earnings of $0.93 Per Share $FMC http://zpr.io/6ynZk",,,
Enterprise Leader,@EnterpriseLeade,2018-08-24T05:12:23.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 24, 2018Equities Analysts Set Expectations for FMC Corp’s Q3 2018 Earnings $FMC  http://theenterpriseleader.com/?p=1108617",,,
Enterprise Leader,@EnterpriseLeade,2018-08-24T04:17:53.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 24, 2018FMC Corp $FMC Stake Lessened by Janney Montgomery Scott LLC  http://theenterpriseleader.com/?p=1058042",,,
Ticker Report,@TickerReport,2018-08-24T03:25:36.000Z,"Ticker Report
@TickerReport
·
Aug 24, 2018$0.92 EPS Expected for FMC Corp $FMC This Quarter http://tickerreport.com/?p=3746082",,,
Daily Political,@dailypoliticaln,2018-08-24T03:24:08.000Z,"Daily Political
@dailypoliticaln
·
Aug 24, 2018FMC Corp $FMC Expected to Post Quarterly Sales of $1.01 Billion http://dailypolitical.com/?p=2312374",,,
Watchlist News,@WatchlistN,2018-08-24T03:21:41.000Z,"Watchlist News
@WatchlistN
·
Aug 24, 2018Zacks: Analysts Expect FMC Corp $FMC to Post $0.92 Earnings Per Share http://zpr.io/6yPSF",,,
FMC Corporation,@FMCCorp,2018-08-23T16:01:17.000Z,"FMC Corporation
@FMCCorp
·
Aug 23, 2018Need help identifying plants and insects? Then this app might be the one for you. 
@iNaturalist
https://buff.ly/2MriVRq",,1.0,3
Transcript Daily,@TranscriptDaily,2018-08-23T11:23:49.000Z,"Transcript Daily
@TranscriptDaily
·
Aug 23, 2018FMC Corp Forecasted to Post Q3 2018 Earnings of $0.93 Per Share $FMC http://zpr.io/6A4Ey",,,
Enterprise Leader,@EnterpriseLeade,2018-08-23T09:21:01.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 23, 2018FMC Corp $FMC Shares Bought by Barings LLC  http://theenterpriseleader.com/?p=1102135",,,
